"gene_name","de_novo_junctions","strand","paste_into_igv_junction","no_dox","dox_0125","dox_0187","dox_021","dox_025","dox_075","delta075025","delta025021","delta021018","delta018012","delta012000","delta075025normal","delta025021normal","delta021018normal","delta018012normal","delta012000normal","max_slope","percentile","color_gene_name","name","value","alpha_gene_name"
"CELSR3",1,"-","chr3:48650290-48650479",0.0136,0.021,0.0689,0.0681,0.112,0.1195,0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0708215297450424,0.414542020774316,-0.00755429650613804,0.452313503305005,0.0698772426817753,0.452313503305005,18,"mid_slope","dox_075normal",1,"2"
"CELSR3",1,"-","chr3:48649216-48649533",0.0133,0.0221,0.0684,0.0729,0.1157,0.1389,0.0232,0.0428,0.0045,0.0463,0.0088,0.184713375796178,0.340764331210191,0.0358280254777071,0.368630573248408,0.0700636942675159,0.368630573248408,6,"mid_slope","no_doxnormal",0,"2"
"CELSR3",1,"-","chr3:48649216-48649533",0.0133,0.0221,0.0684,0.0729,0.1157,0.1389,0.0232,0.0428,0.0045,0.0463,0.0088,0.184713375796178,0.340764331210191,0.0358280254777071,0.368630573248408,0.0700636942675159,0.368630573248408,6,"mid_slope","dox_0125normal",0.0700636942675159,"2"
"CELSR3",1,"-","chr3:48649216-48649533",0.0133,0.0221,0.0684,0.0729,0.1157,0.1389,0.0232,0.0428,0.0045,0.0463,0.0088,0.184713375796178,0.340764331210191,0.0358280254777071,0.368630573248408,0.0700636942675159,0.368630573248408,6,"mid_slope","dox_0187normal",0.438694267515924,"2"
"CELSR3",1,"-","chr3:48649216-48649533",0.0133,0.0221,0.0684,0.0729,0.1157,0.1389,0.0232,0.0428,0.0045,0.0463,0.0088,0.184713375796178,0.340764331210191,0.0358280254777071,0.368630573248408,0.0700636942675159,0.368630573248408,6,"mid_slope","dox_021normal",0.474522292993631,"2"
"CELSR3",1,"-","chr3:48649216-48649533",0.0133,0.0221,0.0684,0.0729,0.1157,0.1389,0.0232,0.0428,0.0045,0.0463,0.0088,0.184713375796178,0.340764331210191,0.0358280254777071,0.368630573248408,0.0700636942675159,0.368630573248408,6,"mid_slope","dox_025normal",0.815286624203822,"2"
"CELSR3",1,"-","chr3:48649216-48649533",0.0133,0.0221,0.0684,0.0729,0.1157,0.1389,0.0232,0.0428,0.0045,0.0463,0.0088,0.184713375796178,0.340764331210191,0.0358280254777071,0.368630573248408,0.0700636942675159,0.368630573248408,6,"mid_slope","dox_075normal",1,"2"
"WIZ",0,"-","chr19:15437129-15442676",0.0046,0.0262,0.0293,0.0211,0.0631,0.3057,0.2426,0.042,-0.0082,0.0031,0.0216,0.805712387910993,0.13948854201262,-0.027233477250083,0.0102955828628363,0.0717369644636333,0.805712387910993,59,"mid_slope","no_doxnormal",0,"2"
"WIZ",0,"-","chr19:15437129-15442676",0.0046,0.0262,0.0293,0.0211,0.0631,0.3057,0.2426,0.042,-0.0082,0.0031,0.0216,0.805712387910993,0.13948854201262,-0.027233477250083,0.0102955828628363,0.0717369644636333,0.805712387910993,59,"mid_slope","dox_0125normal",0.0717369644636333,"2"
"WIZ",0,"-","chr19:15437129-15442676",0.0046,0.0262,0.0293,0.0211,0.0631,0.3057,0.2426,0.042,-0.0082,0.0031,0.0216,0.805712387910993,0.13948854201262,-0.027233477250083,0.0102955828628363,0.0717369644636333,0.805712387910993,59,"mid_slope","dox_0187normal",0.0820325473264696,"2"
"WIZ",0,"-","chr19:15437129-15442676",0.0046,0.0262,0.0293,0.0211,0.0631,0.3057,0.2426,0.042,-0.0082,0.0031,0.0216,0.805712387910993,0.13948854201262,-0.027233477250083,0.0102955828628363,0.0717369644636333,0.805712387910993,59,"mid_slope","dox_021normal",0.0547990700763866,"2"
"WIZ",0,"-","chr19:15437129-15442676",0.0046,0.0262,0.0293,0.0211,0.0631,0.3057,0.2426,0.042,-0.0082,0.0031,0.0216,0.805712387910993,0.13948854201262,-0.027233477250083,0.0102955828628363,0.0717369644636333,0.805712387910993,59,"mid_slope","dox_025normal",0.194287612089007,"2"
"WIZ",0,"-","chr19:15437129-15442676",0.0046,0.0262,0.0293,0.0211,0.0631,0.3057,0.2426,0.042,-0.0082,0.0031,0.0216,0.805712387910993,0.13948854201262,-0.027233477250083,0.0102955828628363,0.0717369644636333,0.805712387910993,59,"mid_slope","dox_075normal",1,"2"
"SYT7",1,"-","chr11:61547620-61551384",0.0023,0.0196,0.0587,0.2047,0.3342,0.3377,0.0035,0.1295,0.146,0.0391,0.0173,0.0104353011329755,0.386106141920095,0.435301132975552,0.116577221228384,0.0515802027429934,0.435301132975552,15,"mid_slope","no_doxnormal",0,"2"
"SYT7",1,"-","chr11:61547620-61551384",0.0023,0.0196,0.0587,0.2047,0.3342,0.3377,0.0035,0.1295,0.146,0.0391,0.0173,0.0104353011329755,0.386106141920095,0.435301132975552,0.116577221228384,0.0515802027429934,0.435301132975552,15,"mid_slope","dox_0125normal",0.0515802027429934,"2"
"SYT7",1,"-","chr11:61547620-61551384",0.0023,0.0196,0.0587,0.2047,0.3342,0.3377,0.0035,0.1295,0.146,0.0391,0.0173,0.0104353011329755,0.386106141920095,0.435301132975552,0.116577221228384,0.0515802027429934,0.435301132975552,15,"mid_slope","dox_0187normal",0.168157423971377,"2"
"SYT7",1,"-","chr11:61547620-61551384",0.0023,0.0196,0.0587,0.2047,0.3342,0.3377,0.0035,0.1295,0.146,0.0391,0.0173,0.0104353011329755,0.386106141920095,0.435301132975552,0.116577221228384,0.0515802027429934,0.435301132975552,15,"mid_slope","dox_021normal",0.603458556946929,"2"
"SYT7",1,"-","chr11:61547620-61551384",0.0023,0.0196,0.0587,0.2047,0.3342,0.3377,0.0035,0.1295,0.146,0.0391,0.0173,0.0104353011329755,0.386106141920095,0.435301132975552,0.116577221228384,0.0515802027429934,0.435301132975552,15,"mid_slope","dox_025normal",0.989564698867024,"2"
"SYT7",1,"-","chr11:61547620-61551384",0.0023,0.0196,0.0587,0.2047,0.3342,0.3377,0.0035,0.1295,0.146,0.0391,0.0173,0.0104353011329755,0.386106141920095,0.435301132975552,0.116577221228384,0.0515802027429934,0.435301132975552,15,"mid_slope","dox_075normal",1,"2"
"SYT7",1,"-","chr11:61533124-61547530",0.0015,0.0012,0.0156,0.0552,0.072,0.3165,0.2445,0.0168,0.0396,0.0144,-3e-04,0.776190476190476,0.0533333333333333,0.125714285714286,0.0457142857142857,-0.000952380952380953,0.776190476190476,56,"mid_slope","no_doxnormal",0,"2"
"SYT7",1,"-","chr11:61533124-61547530",0.0015,0.0012,0.0156,0.0552,0.072,0.3165,0.2445,0.0168,0.0396,0.0144,-3e-04,0.776190476190476,0.0533333333333333,0.125714285714286,0.0457142857142857,-0.000952380952380953,0.776190476190476,56,"mid_slope","dox_0125normal",-0.000952380952380953,"2"
"SYT7",1,"-","chr11:61533124-61547530",0.0015,0.0012,0.0156,0.0552,0.072,0.3165,0.2445,0.0168,0.0396,0.0144,-3e-04,0.776190476190476,0.0533333333333333,0.125714285714286,0.0457142857142857,-0.000952380952380953,0.776190476190476,56,"mid_slope","dox_0187normal",0.0447619047619048,"2"
"SYT7",1,"-","chr11:61533124-61547530",0.0015,0.0012,0.0156,0.0552,0.072,0.3165,0.2445,0.0168,0.0396,0.0144,-3e-04,0.776190476190476,0.0533333333333333,0.125714285714286,0.0457142857142857,-0.000952380952380953,0.776190476190476,56,"mid_slope","dox_021normal",0.17047619047619,"2"
"SYT7",1,"-","chr11:61533124-61547530",0.0015,0.0012,0.0156,0.0552,0.072,0.3165,0.2445,0.0168,0.0396,0.0144,-3e-04,0.776190476190476,0.0533333333333333,0.125714285714286,0.0457142857142857,-0.000952380952380953,0.776190476190476,56,"mid_slope","dox_025normal",0.223809523809524,"2"
"SYT7",1,"-","chr11:61533124-61547530",0.0015,0.0012,0.0156,0.0552,0.072,0.3165,0.2445,0.0168,0.0396,0.0144,-3e-04,0.776190476190476,0.0533333333333333,0.125714285714286,0.0457142857142857,-0.000952380952380953,0.776190476190476,56,"mid_slope","dox_075normal",1,"2"
"CNTN1",1,"+","chr12:40692592-40763096",0.0223,0.0052,0.0388,0.0178,0.0161,0.9901,0.974,-0.0017,-0.021,0.0336,-0.0171,1.00640628228973,-0.00175656127299029,-0.0216986980781153,0.0347179169249845,-0.0176689398636082,1.00640628228973,94,"mid_slope","no_doxnormal",0,"2"
"CNTN1",1,"+","chr12:40692592-40763096",0.0223,0.0052,0.0388,0.0178,0.0161,0.9901,0.974,-0.0017,-0.021,0.0336,-0.0171,1.00640628228973,-0.00175656127299029,-0.0216986980781153,0.0347179169249845,-0.0176689398636082,1.00640628228973,94,"mid_slope","dox_0125normal",-0.0176689398636082,"2"
"CNTN1",1,"+","chr12:40692592-40763096",0.0223,0.0052,0.0388,0.0178,0.0161,0.9901,0.974,-0.0017,-0.021,0.0336,-0.0171,1.00640628228973,-0.00175656127299029,-0.0216986980781153,0.0347179169249845,-0.0176689398636082,1.00640628228973,94,"mid_slope","dox_0187normal",0.0170489770613763,"2"
"CNTN1",1,"+","chr12:40692592-40763096",0.0223,0.0052,0.0388,0.0178,0.0161,0.9901,0.974,-0.0017,-0.021,0.0336,-0.0171,1.00640628228973,-0.00175656127299029,-0.0216986980781153,0.0347179169249845,-0.0176689398636082,1.00640628228973,94,"mid_slope","dox_021normal",-0.004649721016739,"2"
"CNTN1",1,"+","chr12:40692592-40763096",0.0223,0.0052,0.0388,0.0178,0.0161,0.9901,0.974,-0.0017,-0.021,0.0336,-0.0171,1.00640628228973,-0.00175656127299029,-0.0216986980781153,0.0347179169249845,-0.0176689398636082,1.00640628228973,94,"mid_slope","dox_025normal",-0.00640628228972928,"2"
"CNTN1",1,"+","chr12:40692592-40763096",0.0223,0.0052,0.0388,0.0178,0.0161,0.9901,0.974,-0.0017,-0.021,0.0336,-0.0171,1.00640628228973,-0.00175656127299029,-0.0216986980781153,0.0347179169249845,-0.0176689398636082,1.00640628228973,94,"mid_slope","dox_075normal",1,"2"
"ATP2C1",0,"+","chr3:130850928-130930416",0.0354,0.0386,0.0239,0.0334,0.031,0.9831,0.9521,-0.0024,0.0095,-0.0147,0.0032,1.00464281945763,-0.00253244697689142,0.0100242692835285,-0.01551123773346,0.00337659596918856,1.00464281945763,94,"mid_slope","no_doxnormal",0,"2"
"ATP2C1",0,"+","chr3:130850928-130930416",0.0354,0.0386,0.0239,0.0334,0.031,0.9831,0.9521,-0.0024,0.0095,-0.0147,0.0032,1.00464281945763,-0.00253244697689142,0.0100242692835285,-0.01551123773346,0.00337659596918856,1.00464281945763,94,"mid_slope","dox_0125normal",0.00337659596918856,"2"
"ATP2C1",0,"+","chr3:130850928-130930416",0.0354,0.0386,0.0239,0.0334,0.031,0.9831,0.9521,-0.0024,0.0095,-0.0147,0.0032,1.00464281945763,-0.00253244697689142,0.0100242692835285,-0.01551123773346,0.00337659596918856,1.00464281945763,94,"mid_slope","dox_0187normal",-0.0121346417642714,"2"
"ATP2C1",0,"+","chr3:130850928-130930416",0.0354,0.0386,0.0239,0.0334,0.031,0.9831,0.9521,-0.0024,0.0095,-0.0147,0.0032,1.00464281945763,-0.00253244697689142,0.0100242692835285,-0.01551123773346,0.00337659596918856,1.00464281945763,94,"mid_slope","dox_021normal",-0.00211037248074285,"2"
"ATP2C1",0,"+","chr3:130850928-130930416",0.0354,0.0386,0.0239,0.0334,0.031,0.9831,0.9521,-0.0024,0.0095,-0.0147,0.0032,1.00464281945763,-0.00253244697689142,0.0100242692835285,-0.01551123773346,0.00337659596918856,1.00464281945763,94,"mid_slope","dox_025normal",-0.00464281945763427,"2"
"ATP2C1",0,"+","chr3:130850928-130930416",0.0354,0.0386,0.0239,0.0334,0.031,0.9831,0.9521,-0.0024,0.0095,-0.0147,0.0032,1.00464281945763,-0.00253244697689142,0.0100242692835285,-0.01551123773346,0.00337659596918856,1.00464281945763,94,"mid_slope","dox_075normal",1,"2"
"TRIO",1,"+","chr5:14489097-14492567",0.0325,0.5063,0.509,0.5434,0.6822,0.7113,0.0291,0.1388,0.0344,0.00270000000000004,0.4738,0.0428697701826753,0.20447849145551,0.0506776664702415,0.00397760754272247,0.697996464348851,0.697996464348851,49,"mid_slope","no_doxnormal",0,"2"
"TRIO",1,"+","chr5:14489097-14492567",0.0325,0.5063,0.509,0.5434,0.6822,0.7113,0.0291,0.1388,0.0344,0.00270000000000004,0.4738,0.0428697701826753,0.20447849145551,0.0506776664702415,0.00397760754272247,0.697996464348851,0.697996464348851,49,"mid_slope","dox_0125normal",0.697996464348851,"2"
"TRIO",1,"+","chr5:14489097-14492567",0.0325,0.5063,0.509,0.5434,0.6822,0.7113,0.0291,0.1388,0.0344,0.00270000000000004,0.4738,0.0428697701826753,0.20447849145551,0.0506776664702415,0.00397760754272247,0.697996464348851,0.697996464348851,49,"mid_slope","dox_0187normal",0.701974071891573,"2"
"TRIO",1,"+","chr5:14489097-14492567",0.0325,0.5063,0.509,0.5434,0.6822,0.7113,0.0291,0.1388,0.0344,0.00270000000000004,0.4738,0.0428697701826753,0.20447849145551,0.0506776664702415,0.00397760754272247,0.697996464348851,0.697996464348851,49,"mid_slope","dox_021normal",0.752651738361815,"2"
"TRIO",1,"+","chr5:14489097-14492567",0.0325,0.5063,0.509,0.5434,0.6822,0.7113,0.0291,0.1388,0.0344,0.00270000000000004,0.4738,0.0428697701826753,0.20447849145551,0.0506776664702415,0.00397760754272247,0.697996464348851,0.697996464348851,49,"mid_slope","dox_025normal",0.957130229817325,"2"
"TRIO",1,"+","chr5:14489097-14492567",0.0325,0.5063,0.509,0.5434,0.6822,0.7113,0.0291,0.1388,0.0344,0.00270000000000004,0.4738,0.0428697701826753,0.20447849145551,0.0506776664702415,0.00397760754272247,0.697996464348851,0.697996464348851,49,"mid_slope","dox_075normal",1,"2"
"WDR37",1,"+","chr10:1093497-1095667",0.0042,0.006,0.0442,0.0752,0.1252,0.1272,0.002,0.05,0.031,0.0382,0.0018,0.016260162601626,0.40650406504065,0.252032520325203,0.310569105691057,0.0146341463414634,0.40650406504065,11,"mid_slope","no_doxnormal",0,"2"
"WDR37",1,"+","chr10:1093497-1095667",0.0042,0.006,0.0442,0.0752,0.1252,0.1272,0.002,0.05,0.031,0.0382,0.0018,0.016260162601626,0.40650406504065,0.252032520325203,0.310569105691057,0.0146341463414634,0.40650406504065,11,"mid_slope","dox_0125normal",0.0146341463414634,"2"
"WDR37",1,"+","chr10:1093497-1095667",0.0042,0.006,0.0442,0.0752,0.1252,0.1272,0.002,0.05,0.031,0.0382,0.0018,0.016260162601626,0.40650406504065,0.252032520325203,0.310569105691057,0.0146341463414634,0.40650406504065,11,"mid_slope","dox_0187normal",0.32520325203252,"2"
"WDR37",1,"+","chr10:1093497-1095667",0.0042,0.006,0.0442,0.0752,0.1252,0.1272,0.002,0.05,0.031,0.0382,0.0018,0.016260162601626,0.40650406504065,0.252032520325203,0.310569105691057,0.0146341463414634,0.40650406504065,11,"mid_slope","dox_021normal",0.577235772357724,"2"
"WDR37",1,"+","chr10:1093497-1095667",0.0042,0.006,0.0442,0.0752,0.1252,0.1272,0.002,0.05,0.031,0.0382,0.0018,0.016260162601626,0.40650406504065,0.252032520325203,0.310569105691057,0.0146341463414634,0.40650406504065,11,"mid_slope","dox_025normal",0.983739837398374,"2"
"WDR37",1,"+","chr10:1093497-1095667",0.0042,0.006,0.0442,0.0752,0.1252,0.1272,0.002,0.05,0.031,0.0382,0.0018,0.016260162601626,0.40650406504065,0.252032520325203,0.310569105691057,0.0146341463414634,0.40650406504065,11,"mid_slope","dox_075normal",1,"2"
"WDR37",1,"+","chr10:1095830-1096169",0.0042,0.0058,0.0425,0.0737,0.1223,0.1206,-0.00170000000000001,0.0486,0.0312,0.0367,0.0016,-0.0146048109965637,0.417525773195876,0.268041237113402,0.315292096219931,0.0137457044673539,0.417525773195876,12,"mid_slope","no_doxnormal",0,"2"
"WDR37",1,"+","chr10:1095830-1096169",0.0042,0.0058,0.0425,0.0737,0.1223,0.1206,-0.00170000000000001,0.0486,0.0312,0.0367,0.0016,-0.0146048109965637,0.417525773195876,0.268041237113402,0.315292096219931,0.0137457044673539,0.417525773195876,12,"mid_slope","dox_0125normal",0.0137457044673539,"2"
"WDR37",1,"+","chr10:1095830-1096169",0.0042,0.0058,0.0425,0.0737,0.1223,0.1206,-0.00170000000000001,0.0486,0.0312,0.0367,0.0016,-0.0146048109965637,0.417525773195876,0.268041237113402,0.315292096219931,0.0137457044673539,0.417525773195876,12,"mid_slope","dox_0187normal",0.329037800687285,"2"
"WDR37",1,"+","chr10:1095830-1096169",0.0042,0.0058,0.0425,0.0737,0.1223,0.1206,-0.00170000000000001,0.0486,0.0312,0.0367,0.0016,-0.0146048109965637,0.417525773195876,0.268041237113402,0.315292096219931,0.0137457044673539,0.417525773195876,12,"mid_slope","dox_021normal",0.597079037800687,"2"
"WDR37",1,"+","chr10:1095830-1096169",0.0042,0.0058,0.0425,0.0737,0.1223,0.1206,-0.00170000000000001,0.0486,0.0312,0.0367,0.0016,-0.0146048109965637,0.417525773195876,0.268041237113402,0.315292096219931,0.0137457044673539,0.417525773195876,12,"mid_slope","dox_025normal",1.01460481099656,"2"
"WDR37",1,"+","chr10:1095830-1096169",0.0042,0.0058,0.0425,0.0737,0.1223,0.1206,-0.00170000000000001,0.0486,0.0312,0.0367,0.0016,-0.0146048109965637,0.417525773195876,0.268041237113402,0.315292096219931,0.0137457044673539,0.417525773195876,12,"mid_slope","dox_075normal",1,"2"
"CC2D2A",0,"+","chr4:15560622-15563310",0.0038,0.0065,0.0046,0.0046,0.0065,0.1641,0.1576,0.0019,0,-0.0019,0.0027,0.983156581409857,0.0118527760449158,0,-0.0118527760449158,0.0168434185901435,0.983156581409857,83,"mid_slope","no_doxnormal",0,"2"
"CC2D2A",0,"+","chr4:15560622-15563310",0.0038,0.0065,0.0046,0.0046,0.0065,0.1641,0.1576,0.0019,0,-0.0019,0.0027,0.983156581409857,0.0118527760449158,0,-0.0118527760449158,0.0168434185901435,0.983156581409857,83,"mid_slope","dox_0125normal",0.0168434185901435,"2"
"CC2D2A",0,"+","chr4:15560622-15563310",0.0038,0.0065,0.0046,0.0046,0.0065,0.1641,0.1576,0.0019,0,-0.0019,0.0027,0.983156581409857,0.0118527760449158,0,-0.0118527760449158,0.0168434185901435,0.983156581409857,83,"mid_slope","dox_0187normal",0.0049906425452277,"2"
"CC2D2A",0,"+","chr4:15560622-15563310",0.0038,0.0065,0.0046,0.0046,0.0065,0.1641,0.1576,0.0019,0,-0.0019,0.0027,0.983156581409857,0.0118527760449158,0,-0.0118527760449158,0.0168434185901435,0.983156581409857,83,"mid_slope","dox_021normal",0.0049906425452277,"2"
"CC2D2A",0,"+","chr4:15560622-15563310",0.0038,0.0065,0.0046,0.0046,0.0065,0.1641,0.1576,0.0019,0,-0.0019,0.0027,0.983156581409857,0.0118527760449158,0,-0.0118527760449158,0.0168434185901435,0.983156581409857,83,"mid_slope","dox_025normal",0.0168434185901435,"2"
"CC2D2A",0,"+","chr4:15560622-15563310",0.0038,0.0065,0.0046,0.0046,0.0065,0.1641,0.1576,0.0019,0,-0.0019,0.0027,0.983156581409857,0.0118527760449158,0,-0.0118527760449158,0.0168434185901435,0.983156581409857,83,"mid_slope","dox_075normal",1,"2"
"RSF1",1,"-","chr11:77813787-77820528",6e-04,6e-04,0.0677,0.0992,0.1969,0.2048,0.00790000000000002,0.0977,0.0315,0.0671,0,0.0386875612144957,0.47845249755142,0.154260528893242,0.328599412340842,0,0.47845249755142,24,"mid_slope","no_doxnormal",0,"2"
"RSF1",1,"-","chr11:77813787-77820528",6e-04,6e-04,0.0677,0.0992,0.1969,0.2048,0.00790000000000002,0.0977,0.0315,0.0671,0,0.0386875612144957,0.47845249755142,0.154260528893242,0.328599412340842,0,0.47845249755142,24,"mid_slope","dox_0125normal",0,"2"
"RSF1",1,"-","chr11:77813787-77820528",6e-04,6e-04,0.0677,0.0992,0.1969,0.2048,0.00790000000000002,0.0977,0.0315,0.0671,0,0.0386875612144957,0.47845249755142,0.154260528893242,0.328599412340842,0,0.47845249755142,24,"mid_slope","dox_0187normal",0.328599412340842,"2"
"RSF1",1,"-","chr11:77813787-77820528",6e-04,6e-04,0.0677,0.0992,0.1969,0.2048,0.00790000000000002,0.0977,0.0315,0.0671,0,0.0386875612144957,0.47845249755142,0.154260528893242,0.328599412340842,0,0.47845249755142,24,"mid_slope","dox_021normal",0.482859941234084,"2"
"RSF1",1,"-","chr11:77813787-77820528",6e-04,6e-04,0.0677,0.0992,0.1969,0.2048,0.00790000000000002,0.0977,0.0315,0.0671,0,0.0386875612144957,0.47845249755142,0.154260528893242,0.328599412340842,0,0.47845249755142,24,"mid_slope","dox_025normal",0.961312438785504,"2"
"RSF1",1,"-","chr11:77813787-77820528",6e-04,6e-04,0.0677,0.0992,0.1969,0.2048,0.00790000000000002,0.0977,0.0315,0.0671,0,0.0386875612144957,0.47845249755142,0.154260528893242,0.328599412340842,0,0.47845249755142,24,"mid_slope","dox_075normal",1,"2"
"CYFIP2",1,"+","chr5:157360372-157361269",3e-04,3e-04,0.0037,3e-04,0.0194,0.7634,0.744,0.0191,-0.0034,0.0034,0,0.974970515004587,0.0250294849954134,-0.00445551041803171,0.00445551041803171,0,0.974970515004587,81,"mid_slope","no_doxnormal",0,"2"
"CYFIP2",1,"+","chr5:157360372-157361269",3e-04,3e-04,0.0037,3e-04,0.0194,0.7634,0.744,0.0191,-0.0034,0.0034,0,0.974970515004587,0.0250294849954134,-0.00445551041803171,0.00445551041803171,0,0.974970515004587,81,"mid_slope","dox_0125normal",0,"2"
"CYFIP2",1,"+","chr5:157360372-157361269",3e-04,3e-04,0.0037,3e-04,0.0194,0.7634,0.744,0.0191,-0.0034,0.0034,0,0.974970515004587,0.0250294849954134,-0.00445551041803171,0.00445551041803171,0,0.974970515004587,81,"mid_slope","dox_0187normal",0.00445551041803171,"2"
