"gene_name","de_novo_junctions","strand","paste_into_igv_junction","delta075025","delta025021","delta021018","delta018012","delta012000","max_slope","percentile","color_gene_name","name","value","alpha_gene_name"
"COPZ2",1,"-","chr17:48026475-48029137",0.0647,-0.0822,0.0356,0.0232,0.0436,0.0647,16,"low_slope","dox_075",0.104,"1"
"COPZ2",1,"-","chr17:48029176-48033863",0.1579,0.0459,-0.0738,-0.001,0.0608,0.1579,80,"high_slope","no_dox",0.0465,"1"
"COPZ2",1,"-","chr17:48029176-48033863",0.1579,0.0459,-0.0738,-0.001,0.0608,0.1579,80,"high_slope","dox_0125",0.1073,"1"
"COPZ2",1,"-","chr17:48029176-48033863",0.1579,0.0459,-0.0738,-0.001,0.0608,0.1579,80,"high_slope","dox_0187",0.1063,"1"
"COPZ2",1,"-","chr17:48029176-48033863",0.1579,0.0459,-0.0738,-0.001,0.0608,0.1579,80,"high_slope","dox_021",0.0325,"1"
"COPZ2",1,"-","chr17:48029176-48033863",0.1579,0.0459,-0.0738,-0.001,0.0608,0.1579,80,"high_slope","dox_025",0.0784,"1"
"COPZ2",1,"-","chr17:48029176-48033863",0.1579,0.0459,-0.0738,-0.001,0.0608,0.1579,80,"high_slope","dox_075",0.2363,"1"
"MSL3",0,"+","chrX:11758773-11759793",0.1213,-0.0514,0.0062,0.0043,0.0299,0.1213,65,"high_slope","no_dox",0.0176,"1"
"MSL3",0,"+","chrX:11758773-11759793",0.1213,-0.0514,0.0062,0.0043,0.0299,0.1213,65,"high_slope","dox_0125",0.0475,"1"
"MSL3",0,"+","chrX:11758773-11759793",0.1213,-0.0514,0.0062,0.0043,0.0299,0.1213,65,"high_slope","dox_0187",0.0518,"1"
"MSL3",0,"+","chrX:11758773-11759793",0.1213,-0.0514,0.0062,0.0043,0.0299,0.1213,65,"high_slope","dox_021",0.058,"1"
"MSL3",0,"+","chrX:11758773-11759793",0.1213,-0.0514,0.0062,0.0043,0.0299,0.1213,65,"high_slope","dox_025",0.0066,"1"
"MSL3",0,"+","chrX:11758773-11759793",0.1213,-0.0514,0.0062,0.0043,0.0299,0.1213,65,"high_slope","dox_075",0.1279,"1"
"IBTK",0,"-","chr6:82196401-82200141",0.114,-0.0418,-0.0045,0.00600000000000001,0.0185,0.114,61,"high_slope","no_dox",0.0479,"1"
"IBTK",0,"-","chr6:82196401-82200141",0.114,-0.0418,-0.0045,0.00600000000000001,0.0185,0.114,61,"high_slope","dox_0125",0.0664,"1"
"IBTK",0,"-","chr6:82196401-82200141",0.114,-0.0418,-0.0045,0.00600000000000001,0.0185,0.114,61,"high_slope","dox_0187",0.0724,"1"
"IBTK",0,"-","chr6:82196401-82200141",0.114,-0.0418,-0.0045,0.00600000000000001,0.0185,0.114,61,"high_slope","dox_021",0.0679,"1"
"IBTK",0,"-","chr6:82196401-82200141",0.114,-0.0418,-0.0045,0.00600000000000001,0.0185,0.114,61,"high_slope","dox_025",0.0261,"1"
"IBTK",0,"-","chr6:82196401-82200141",0.114,-0.0418,-0.0045,0.00600000000000001,0.0185,0.114,61,"high_slope","dox_075",0.1401,"1"
"RHBDD2",1,"+","chr7:75881490-75881829",0.0603,-0.0178,0.0469,-0.0243,0.0208,0.0603,12,"low_slope","no_dox",0.0426,"1"
"RHBDD2",1,"+","chr7:75881490-75881829",0.0603,-0.0178,0.0469,-0.0243,0.0208,0.0603,12,"low_slope","dox_0125",0.0634,"1"
"RHBDD2",1,"+","chr7:75881490-75881829",0.0603,-0.0178,0.0469,-0.0243,0.0208,0.0603,12,"low_slope","dox_0187",0.0391,"1"
"RHBDD2",1,"+","chr7:75881490-75881829",0.0603,-0.0178,0.0469,-0.0243,0.0208,0.0603,12,"low_slope","dox_021",0.086,"1"
"RHBDD2",1,"+","chr7:75881490-75881829",0.0603,-0.0178,0.0469,-0.0243,0.0208,0.0603,12,"low_slope","dox_025",0.0682,"1"
"RHBDD2",1,"+","chr7:75881490-75881829",0.0603,-0.0178,0.0469,-0.0243,0.0208,0.0603,12,"low_slope","dox_075",0.1285,"1"
"ZNF195",0,"-","chr11:3360788-3370975",0.0063,0.0899,-1e-04,0.0027,-0.0341,0.0899,39,"low_slope","no_dox",0.0361,"1"
"ZNF195",0,"-","chr11:3360788-3370975",0.0063,0.0899,-1e-04,0.0027,-0.0341,0.0899,39,"low_slope","dox_0125",0.002,"1"
"ZNF195",0,"-","chr11:3360788-3370975",0.0063,0.0899,-1e-04,0.0027,-0.0341,0.0899,39,"low_slope","dox_0187",0.0047,"1"
"ZNF195",0,"-","chr11:3360788-3370975",0.0063,0.0899,-1e-04,0.0027,-0.0341,0.0899,39,"low_slope","dox_021",0.0046,"1"
"ZNF195",0,"-","chr11:3360788-3370975",0.0063,0.0899,-1e-04,0.0027,-0.0341,0.0899,39,"low_slope","dox_025",0.0945,"1"
"ZNF195",0,"-","chr11:3360788-3370975",0.0063,0.0899,-1e-04,0.0027,-0.0341,0.0899,39,"low_slope","dox_075",0.1008,"1"
"ST7L",1,"-","chr1:112572446-112576986",0.073,-0.0625,0.0769,-0.0725,0.0915,0.0915,41,"low_slope","no_dox",0.002,"1"
"ST7L",1,"-","chr1:112572446-112576986",0.073,-0.0625,0.0769,-0.0725,0.0915,0.0915,41,"low_slope","dox_0125",0.0935,"1"
"ST7L",1,"-","chr1:112572446-112576986",0.073,-0.0625,0.0769,-0.0725,0.0915,0.0915,41,"low_slope","dox_0187",0.021,"1"
"ST7L",1,"-","chr1:112572446-112576986",0.073,-0.0625,0.0769,-0.0725,0.0915,0.0915,41,"low_slope","dox_021",0.0979,"1"
"ST7L",1,"-","chr1:112572446-112576986",0.073,-0.0625,0.0769,-0.0725,0.0915,0.0915,41,"low_slope","dox_025",0.0354,"1"
"ST7L",1,"-","chr1:112572446-112576986",0.073,-0.0625,0.0769,-0.0725,0.0915,0.0915,41,"low_slope","dox_075",0.1084,"1"
"COX10",0,"+","chr17:14077056-14159877",0.1164,-0.0427,0.0354,0.017,-0.0311,0.1164,62,"high_slope","no_dox",0.0478,"1"
"COX10",0,"+","chr17:14077056-14159877",0.1164,-0.0427,0.0354,0.017,-0.0311,0.1164,62,"high_slope","dox_0125",0.0167,"1"
"COX10",0,"+","chr17:14077056-14159877",0.1164,-0.0427,0.0354,0.017,-0.0311,0.1164,62,"high_slope","dox_0187",0.0337,"1"
"COX10",0,"+","chr17:14077056-14159877",0.1164,-0.0427,0.0354,0.017,-0.0311,0.1164,62,"high_slope","dox_021",0.0691,"1"
"COX10",0,"+","chr17:14077056-14159877",0.1164,-0.0427,0.0354,0.017,-0.0311,0.1164,62,"high_slope","dox_025",0.0264,"1"
"COX10",0,"+","chr17:14077056-14159877",0.1164,-0.0427,0.0354,0.017,-0.0311,0.1164,62,"high_slope","dox_075",0.1428,"1"
"NFIX",0,"+","chr19:13075671-13081680",0.0645,-0.0497,-0.0162,0.0275,0.0348,0.0645,16,"low_slope","no_dox",0.0406,"1"
"NFIX",0,"+","chr19:13075671-13081680",0.0645,-0.0497,-0.0162,0.0275,0.0348,0.0645,16,"low_slope","dox_0125",0.0754,"1"
"NFIX",0,"+","chr19:13075671-13081680",0.0645,-0.0497,-0.0162,0.0275,0.0348,0.0645,16,"low_slope","dox_0187",0.1029,"1"
"NFIX",0,"+","chr19:13075671-13081680",0.0645,-0.0497,-0.0162,0.0275,0.0348,0.0645,16,"low_slope","dox_021",0.0867,"1"
"NFIX",0,"+","chr19:13075671-13081680",0.0645,-0.0497,-0.0162,0.0275,0.0348,0.0645,16,"low_slope","dox_025",0.037,"1"
"NFIX",0,"+","chr19:13075671-13081680",0.0645,-0.0497,-0.0162,0.0275,0.0348,0.0645,16,"low_slope","dox_075",0.1015,"1"
"HEATR5B",1,"-","chr2:36990796-37000586",0.0266,-0.00739999999999999,0.0322,0.0113,0.0096,0.0322,1,"low_slope","no_dox",0.0455,"1"
"HEATR5B",1,"-","chr2:36990796-37000586",0.0266,-0.00739999999999999,0.0322,0.0113,0.0096,0.0322,1,"low_slope","dox_0125",0.0551,"1"
"HEATR5B",1,"-","chr2:36990796-37000586",0.0266,-0.00739999999999999,0.0322,0.0113,0.0096,0.0322,1,"low_slope","dox_0187",0.0664,"1"
"HEATR5B",1,"-","chr2:36990796-37000586",0.0266,-0.00739999999999999,0.0322,0.0113,0.0096,0.0322,1,"low_slope","dox_021",0.0986,"1"
"HEATR5B",1,"-","chr2:36990796-37000586",0.0266,-0.00739999999999999,0.0322,0.0113,0.0096,0.0322,1,"low_slope","dox_025",0.0912,"1"
"HEATR5B",1,"-","chr2:36990796-37000586",0.0266,-0.00739999999999999,0.0322,0.0113,0.0096,0.0322,1,"low_slope","dox_075",0.1178,"1"
"JARID2",1,"+","chr6:15374252-15452006",0.0626,-0.0616,-0.000700000000000006,-0.027,0.1297,0.1297,69,"high_slope","no_dox",0.0409,"1"
"JARID2",1,"+","chr6:15374252-15452006",0.0626,-0.0616,-0.000700000000000006,-0.027,0.1297,0.1297,69,"high_slope","dox_0125",0.1706,"1"
"JARID2",1,"+","chr6:15374252-15452006",0.0626,-0.0616,-0.000700000000000006,-0.027,0.1297,0.1297,69,"high_slope","dox_0187",0.1436,"1"
"JARID2",1,"+","chr6:15374252-15452006",0.0626,-0.0616,-0.000700000000000006,-0.027,0.1297,0.1297,69,"high_slope","dox_021",0.1429,"1"
"JARID2",1,"+","chr6:15374252-15452006",0.0626,-0.0616,-0.000700000000000006,-0.027,0.1297,0.1297,69,"high_slope","dox_025",0.0813,"1"
"JARID2",1,"+","chr6:15374252-15452006",0.0626,-0.0616,-0.000700000000000006,-0.027,0.1297,0.1297,69,"high_slope","dox_075",0.1439,"1"
"CDK11A",1,"-","chr1:1709640-1719358",-0.052,0.1181,-0.0051,0.0377,0.0183,0.1181,63,"high_slope","no_dox",0.002,"1"
"CDK11A",1,"-","chr1:1709640-1719358",-0.052,0.1181,-0.0051,0.0377,0.0183,0.1181,63,"high_slope","dox_0125",0.0203,"1"
"CDK11A",1,"-","chr1:1709640-1719358",-0.052,0.1181,-0.0051,0.0377,0.0183,0.1181,63,"high_slope","dox_0187",0.058,"1"
"CDK11A",1,"-","chr1:1709640-1719358",-0.052,0.1181,-0.0051,0.0377,0.0183,0.1181,63,"high_slope","dox_021",0.0529,"1"
"CDK11A",1,"-","chr1:1709640-1719358",-0.052,0.1181,-0.0051,0.0377,0.0183,0.1181,63,"high_slope","dox_025",0.171,"1"
"CDK11A",1,"-","chr1:1709640-1719358",-0.052,0.1181,-0.0051,0.0377,0.0183,0.1181,63,"high_slope","dox_075",0.119,"1"
"CELSR3",1,"-","chr3:48649718-48650267",0.00549999999999999,0.0355,-0.00670000000000001,0.046,0.0023,0.046,5,"low_slope","no_dox",0.0478,"1"
"CELSR3",1,"-","chr3:48649718-48650267",0.00549999999999999,0.0355,-0.00670000000000001,0.046,0.0023,0.046,5,"low_slope","dox_0125",0.0501,"1"
"CELSR3",1,"-","chr3:48649718-48650267",0.00549999999999999,0.0355,-0.00670000000000001,0.046,0.0023,0.046,5,"low_slope","dox_0187",0.0961,"1"
"CELSR3",1,"-","chr3:48649718-48650267",0.00549999999999999,0.0355,-0.00670000000000001,0.046,0.0023,0.046,5,"low_slope","dox_021",0.0894,"1"
"CELSR3",1,"-","chr3:48649718-48650267",0.00549999999999999,0.0355,-0.00670000000000001,0.046,0.0023,0.046,5,"low_slope","dox_025",0.1249,"1"
"CELSR3",1,"-","chr3:48649718-48650267",0.00549999999999999,0.0355,-0.00670000000000001,0.046,0.0023,0.046,5,"low_slope","dox_075",0.1304,"1"
"CELSR3",1,"-","chr3:48650290-48650479",0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0479,6,"low_slope","no_dox",0.0136,"1"
"CELSR3",1,"-","chr3:48650290-48650479",0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0479,6,"low_slope","dox_0125",0.021,"1"
"CELSR3",1,"-","chr3:48650290-48650479",0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0479,6,"low_slope","dox_0187",0.0689,"1"
"CELSR3",1,"-","chr3:48650290-48650479",0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0479,6,"low_slope","dox_021",0.0681,"1"
"CELSR3",1,"-","chr3:48650290-48650479",0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0479,6,"low_slope","dox_025",0.112,"1"
"CELSR3",1,"-","chr3:48650290-48650479",0.00749999999999999,0.0439,-0.000800000000000009,0.0479,0.0074,0.0479,6,"low_slope","dox_075",0.1195,"1"
"CELSR3",1,"-","chr3:48649216-48649533",0.0232,0.0428,0.0045,0.0463,0.0088,0.0463,5,"low_slope","no_dox",0.0133,"1"
"CELSR3",1,"-","chr3:48649216-48649533",0.0232,0.0428,0.0045,0.0463,0.0088,0.0463,5,"low_slope","dox_0125",0.0221,"1"
"CELSR3",1,"-","chr3:48649216-48649533",0.0232,0.0428,0.0045,0.0463,0.0088,0.0463,5,"low_slope","dox_0187",0.0684,"1"
"CELSR3",1,"-","chr3:48649216-48649533",0.0232,0.0428,0.0045,0.0463,0.0088,0.0463,5,"low_slope","dox_021",0.0729,"1"
"CELSR3",1,"-","chr3:48649216-48649533",0.0232,0.0428,0.0045,0.0463,0.0088,0.0463,5,"low_slope","dox_025",0.1157,"1"
"CELSR3",1,"-","chr3:48649216-48649533",0.0232,0.0428,0.0045,0.0463,0.0088,0.0463,5,"low_slope","dox_075",0.1389,"1"
"RPS20",0,"-","chr8:56069833-56073117",0.1282,-0.0708,0.0533,-0.0128,0.0478,0.1282,69,"high_slope","no_dox",0.0305,"1"
"RPS20",0,"-","chr8:56069833-56073117",0.1282,-0.0708,0.0533,-0.0128,0.0478,0.1282,69,"high_slope","dox_0125",0.0783,"1"
"RPS20",0,"-","chr8:56069833-56073117",0.1282,-0.0708,0.0533,-0.0128,0.0478,0.1282,69,"high_slope","dox_0187",0.0655,"1"
"RPS20",0,"-","chr8:56069833-56073117",0.1282,-0.0708,0.0533,-0.0128,0.0478,0.1282,69,"high_slope","dox_021",0.1188,"1"
"RPS20",0,"-","chr8:56069833-56073117",0.1282,-0.0708,0.0533,-0.0128,0.0478,0.1282,69,"high_slope","dox_025",0.048,"1"
"RPS20",0,"-","chr8:56069833-56073117",0.1282,-0.0708,0.0533,-0.0128,0.0478,0.1282,69,"high_slope","dox_075",0.1762,"1"
"WIZ",0,"-","chr19:15437129-15442676",0.2426,0.042,-0.0082,0.0031,0.0216,0.2426,89,"high_slope","no_dox",0.0046,"1"
"WIZ",0,"-","chr19:15437129-15442676",0.2426,0.042,-0.0082,0.0031,0.0216,0.2426,89,"high_slope","dox_0125",0.0262,"1"
"WIZ",0,"-","chr19:15437129-15442676",0.2426,0.042,-0.0082,0.0031,0.0216,0.2426,89,"high_slope","dox_0187",0.0293,"1"
"WIZ",0,"-","chr19:15437129-15442676",0.2426,0.042,-0.0082,0.0031,0.0216,0.2426,89,"high_slope","dox_021",0.0211,"1"
"WIZ",0,"-","chr19:15437129-15442676",0.2426,0.042,-0.0082,0.0031,0.0216,0.2426,89,"high_slope","dox_025",0.0631,"1"
"WIZ",0,"-","chr19:15437129-15442676",0.2426,0.042,-0.0082,0.0031,0.0216,0.2426,89,"high_slope","dox_075",0.3057,"1"
"SYT7",1,"-","chr11:61547620-61551384",0.0035,0.1295,0.146,0.0391,0.0173,0.146,76,"high_slope","no_dox",0.0023,"1"
"SYT7",1,"-","chr11:61547620-61551384",0.0035,0.1295,0.146,0.0391,0.0173,0.146,76,"high_slope","dox_0125",0.0196,"1"
"SYT7",1,"-","chr11:61547620-61551384",0.0035,0.1295,0.146,0.0391,0.0173,0.146,76,"high_slope","dox_0187",0.0587,"1"
"SYT7",1,"-","chr11:61547620-61551384",0.0035,0.1295,0.146,0.0391,0.0173,0.146,76,"high_slope","dox_021",0.2047,"1"
"SYT7",1,"-","chr11:61547620-61551384",0.0035,0.1295,0.146,0.0391,0.0173,0.146,76,"high_slope","dox_025",0.3342,"1"
"SYT7",1,"-","chr11:61547620-61551384",0.0035,0.1295,0.146,0.0391,0.0173,0.146,76,"high_slope","dox_075",0.3377,"1"
"SYT7",1,"-","chr11:61533124-61547530",0.2445,0.0168,0.0396,0.0144,-3e-04,0.2445,89,"high_slope","no_dox",0.0015,"1"
"SYT7",1,"-","chr11:61533124-61547530",0.2445,0.0168,0.0396,0.0144,-3e-04,0.2445,89,"high_slope","dox_0125",0.0012,"1"
"SYT7",1,"-","chr11:61533124-61547530",0.2445,0.0168,0.0396,0.0144,-3e-04,0.2445,89,"high_slope","dox_0187",0.0156,"1"
"SYT7",1,"-","chr11:61533124-61547530",0.2445,0.0168,0.0396,0.0144,-3e-04,0.2445,89,"high_slope","dox_021",0.0552,"1"
"SYT7",1,"-","chr11:61533124-61547530",0.2445,0.0168,0.0396,0.0144,-3e-04,0.2445,89,"high_slope","dox_025",0.072,"1"
"SYT7",1,"-","chr11:61533124-61547530",0.2445,0.0168,0.0396,0.0144,-3e-04,0.2445,89,"high_slope","dox_075",0.3165,"1"
"ERCC1",0,"-","chr19:45423381-45449173",0.0675,0.0036,-0.0092,0.0182,-0.0067,0.0675,19,"low_slope","no_dox",0.0371,"1"
"ERCC1",0,"-","chr19:45423381-45449173",0.0675,0.0036,-0.0092,0.0182,-0.0067,0.0675,19,"low_slope","dox_0125",0.0304,"1"
"ERCC1",0,"-","chr19:45423381-45449173",0.0675,0.0036,-0.0092,0.0182,-0.0067,0.0675,19,"low_slope","dox_0187",0.0486,"1"
"ERCC1",0,"-","chr19:45423381-45449173",0.0675,0.0036,-0.0092,0.0182,-0.0067,0.0675,19,"low_slope","dox_021",0.0394,"1"
"ERCC1",0,"-","chr19:45423381-45449173",0.0675,0.0036,-0.0092,0.0182,-0.0067,0.0675,19,"low_slope","dox_025",0.043,"1"
"ERCC1",0,"-","chr19:45423381-45449173",0.0675,0.0036,-0.0092,0.0182,-0.0067,0.0675,19,"low_slope","dox_075",0.1105,"1"
"EXTL3",1,"+","chr8:28701659-28715585",-0.0048,0.0502,-0.0039,-0.013,0.0673,0.0673,19,"low_slope","no_dox",0.0287,"1"
"EXTL3",1,"+","chr8:28701659-28715585",-0.0048,0.0502,-0.0039,-0.013,0.0673,0.0673,19,"low_slope","dox_0125",0.096,"1"
"EXTL3",1,"+","chr8:28701659-28715585",-0.0048,0.0502,-0.0039,-0.013,0.0673,0.0673,19,"low_slope","dox_0187",0.083,"1"
"EXTL3",1,"+","chr8:28701659-28715585",-0.0048,0.0502,-0.0039,-0.013,0.0673,0.0673,19,"low_slope","dox_021",0.0791,"1"
"EXTL3",1,"+","chr8:28701659-28715585",-0.0048,0.0502,-0.0039,-0.013,0.0673,0.0673,19,"low_slope","dox_025",0.1293,"1"
"EXTL3",1,"+","chr8:28701659-28715585",-0.0048,0.0502,-0.0039,-0.013,0.0673,0.0673,19,"low_slope","dox_075",0.1245,"1"
"EXTL3",0,"+","chr8:28637429-28713457",0.091,-0.0309,-0.0321,0.0543,-0.0055,0.091,40,"low_slope","no_dox",0.0291,"1"
"EXTL3",0,"+","chr8:28637429-28713457",0.091,-0.0309,-0.0321,0.0543,-0.0055,0.091,40,"low_slope","dox_0125",0.0236,"1"
"EXTL3",0,"+","chr8:28637429-28713457",0.091,-0.0309,-0.0321,0.0543,-0.0055,0.091,40,"low_slope","dox_0187",0.0779,"1"
"EXTL3",0,"+","chr8:28637429-28713457",0.091,-0.0309,-0.0321,0.0543,-0.0055,0.091,40,"low_slope","dox_021",0.0458,"1"
"EXTL3",0,"+","chr8:28637429-28713457",0.091,-0.0309,-0.0321,0.0543,-0.0055,0.091,40,"low_slope","dox_025",0.0149,"1"
"EXTL3",0,"+","chr8:28637429-28713457",0.091,-0.0309,-0.0321,0.0543,-0.0055,0.091,40,"low_slope","dox_075",0.1059,"1"
"PGM3",0,"-","chr6:83166466-83169242",0.0482,-0.014,0.00870000000000001,-0.0113,0.0273,0.0482,7,"low_slope","no_dox",0.0442,"1"
"PGM3",0,"-","chr6:83166466-83169242",0.0482,-0.014,0.00870000000000001,-0.0113,0.0273,0.0482,7,"low_slope","dox_0125",0.0715,"1"
"PGM3",0,"-","chr6:83166466-83169242",0.0482,-0.014,0.00870000000000001,-0.0113,0.0273,0.0482,7,"low_slope","dox_0187",0.0602,"1"
"PGM3",0,"-","chr6:83166466-83169242",0.0482,-0.014,0.00870000000000001,-0.0113,0.0273,0.0482,7,"low_slope","dox_021",0.0689,"1"
"PGM3",0,"-","chr6:83166466-83169242",0.0482,-0.014,0.00870000000000001,-0.0113,0.0273,0.0482,7,"low_slope","dox_025",0.0549,"1"
"PGM3",0,"-","chr6:83166466-83169242",0.0482,-0.014,0.00870000000000001,-0.0113,0.0273,0.0482,7,"low_slope","dox_075",0.1031,"1"
"RNF14",0,"+","chr5:141969167-141973583",-0.0315,-0.0161,0.0712,-0.0428,0.1104,0.1104,58,"high_slope","no_dox",0.0334,"1"
"RNF14",0,"+","chr5:141969167-141973583",-0.0315,-0.0161,0.0712,-0.0428,0.1104,0.1104,58,"high_slope","dox_0125",0.1438,"1"
"RNF14",0,"+","chr5:141969167-141973583",-0.0315,-0.0161,0.0712,-0.0428,0.1104,0.1104,58,"high_slope","dox_0187",0.101,"1"
"RNF14",0,"+","chr5:141969167-141973583",-0.0315,-0.0161,0.0712,-0.0428,0.1104,0.1104,58,"high_slope","dox_021",0.1722,"1"
"RNF14",0,"+","chr5:141969167-141973583",-0.0315,-0.0161,0.0712,-0.0428,0.1104,0.1104,58,"high_slope","dox_025",0.1561,"1"
"RNF14",0,"+","chr5:141969167-141973583",-0.0315,-0.0161,0.0712,-0.0428,0.1104,0.1104,58,"high_slope","dox_075",0.1246,"1"
"DDX11",1,"+","chr12:31102301-31102427",0.0992,-0.0163,0.0428,0.0037,0.0012,0.0992,47,"low_slope","no_dox",0.0145,"1"
"DDX11",1,"+","chr12:31102301-31102427",0.0992,-0.0163,0.0428,0.0037,0.0012,0.0992,47,"low_slope","dox_0125",0.0157,"1"
"DDX11",1,"+","chr12:31102301-31102427",0.0992,-0.0163,0.0428,0.0037,0.0012,0.0992,47,"low_slope","dox_0187",0.0194,"1"
"DDX11",1,"+","chr12:31102301-31102427",0.0992,-0.0163,0.0428,0.0037,0.0012,0.0992,47,"low_slope","dox_021",0.0622,"1"
"DDX11",1,"+","chr12:31102301-31102427",0.0992,-0.0163,0.0428,0.0037,0.0012,0.0992,47,"low_slope","dox_025",0.0459,"1"
"DDX11",1,"+","chr12:31102301-31102427",0.0992,-0.0163,0.0428,0.0037,0.0012,0.0992,47,"low_slope","dox_075",0.1451,"1"
"YAF2",0,"-","chr12:42161765-42199136",0.0492,0.0653,-0.0483,-0.0289,0.0467,0.0653,17,"low_slope","no_dox",0.0375,"1"
"YAF2",0,"-","chr12:42161765-42199136",0.0492,0.0653,-0.0483,-0.0289,0.0467,0.0653,17,"low_slope","dox_0125",0.0842,"1"
"YAF2",0,"-","chr12:42161765-42199136",0.0492,0.0653,-0.0483,-0.0289,0.0467,0.0653,17,"low_slope","dox_0187",0.0553,"1"
"YAF2",0,"-","chr12:42161765-42199136",0.0492,0.0653,-0.0483,-0.0289,0.0467,0.0653,17,"low_slope","dox_021",0.007,"1"
"YAF2",0,"-","chr12:42161765-42199136",0.0492,0.0653,-0.0483,-0.0289,0.0467,0.0653,17,"low_slope","dox_025",0.0723,"1"
"YAF2",0,"-","chr12:42161765-42199136",0.0492,0.0653,-0.0483,-0.0289,0.0467,0.0653,17,"low_slope","dox_075",0.1215,"1"
"CNTN1",1,"+","chr12:40692592-40763096",0.974,-0.0017,-0.021,0.0336,-0.0171,0.974,100,"high_slope","no_dox",0.0223,"1"
"CNTN1",1,"+","chr12:40692592-40763096",0.974,-0.0017,-0.021,0.0336,-0.0171,0.974,100,"high_slope","dox_0125",0.0052,"1"
"CNTN1",1,"+","chr12:40692592-40763096",0.974,-0.0017,-0.021,0.0336,-0.0171,0.974,100,"high_slope","dox_0187",0.0388,"1"
