.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name
no_dox,EPB41L1,ENSG00000088367.23,ENSG00000088367.23:t:36221864-36221944,0.0378,0.0127,4,5,1,chr20,+,ENSG00000088367.23:t:36221864-36221944_36212376-36221864,36212376,36221864,NA,NA,chr20:36212376-36221864,target,4
no_dox,AARS1,ENSG00000090861.17,ENSG00000090861.17:s:70276486-70276631,5e-04,0,3,3,1,chr16,-,ENSG00000090861.17:s:70276486-70276631_70272882-70276486,70272882,70276486,NA,NA,chr16:70272882-70276486,source,4
no_dox,AARS1,ENSG00000090861.17,ENSG00000090861.17:t:70271781-70271972,5e-04,0,3,3,1,chr16,-,ENSG00000090861.17:t:70271781-70271972_70271972-70272796,70271972,70272796,NA,NA,chr16:70271972-70272796,target,3
no_dox,GRAMD1A,ENSG00000089351.15,ENSG00000089351.15:s:35000323-35000486,0.0099,0.0064,4,5,1,chr19,+,ENSG00000089351.15:s:35000323-35000486_35000486-35001098,35000486,35001098,NA,NA,chr19:35000486-35001098,source,2
no_dox,GRAMD1A,ENSG00000089351.15,ENSG00000089351.15:t:35009119-35009329,0.0197,0.0145,7,7,0,chr19,+,ENSG00000089351.15:t:35009119-35009329_35001244-35009119,35001244,35009119,35005932,35009118,chr19:35001244-35009119,target,1
no_dox,G2E3,ENSG00000092140.16,ENSG00000092140.16:s:30559158-30559272,5e-04,0,4,5,1,chr14,+,ENSG00000092140.16:s:30559158-30559272_30559272-30563746,30559272,30563746,NA,NA,chr14:30559272-30563746,source,5
no_dox,MFSD11,ENSG00000092931.11,ENSG00000092931.11:s:76736190-76737091,0.0083,2e-04,3,2,0,chr17,+,ENSG00000092931.11:s:76736190-76737091_76737091-76738282,76737091,76738282,76737092,76737386,chr17:76737091-76738282,source,5
no_dox,SUCO,ENSG00000094975.14,ENSG00000094975.14:t:172555869-172556023,0.0136,0.0091,3,4,1,chr1,+,ENSG00000094975.14:t:172555869-172556023_172533497-172555869,172533497,172555869,NA,NA,chr1:172533497-172555869,target,5
no_dox,GOLGA3,ENSG00000090615.15,ENSG00000090615.15:t:132827607-132827713,0.0287,0.0224,2,3,1,chr12,-,ENSG00000090615.15:t:132827607-132827713_132827713-132828327,132827713,132828327,NA,NA,chr12:132827713-132828327,target,5
no_dox,MYO9B,ENSG00000099331.14,ENSG00000099331.14:s:17175663-17175741,0.0298,0.0146,3,4,0,chr19,+,ENSG00000099331.14:s:17175663-17175741_17175741-17183829,17175741,17183829,NA,NA,chr19:17175741-17183829,source,5
no_dox,MYO9B,ENSG00000099331.14,ENSG00000099331.14:s:17202842-17203004,8e-04,1e-04,4,3,0,chr19,+,ENSG00000099331.14:s:17202842-17203004_17203004-17203147,17203004,17203147,17203005,17203146,chr19:17203004-17203147,source,3
no_dox,MYO9B,ENSG00000099331.14,ENSG00000099331.14:s:17202842-17203004,0.0354,0.0178,4,3,0,chr19,+,ENSG00000099331.14:s:17202842-17203004_17203005-17203146,17203005,17203146,17203005,17203146,chr19:17203005-17203146,source,3
no_dox,MYO9B,ENSG00000099331.14,ENSG00000099331.14:t:17183737-17184002,0.0353,0.0157,4,4,0,chr19,+,ENSG00000099331.14:t:17183737-17184002_17175741-17183829,17175741,17183829,17181041,17183736,chr19:17175741-17183829,target,5
no_dox,NUP188,ENSG00000095319.14,ENSG00000095319.14:s:128952773-128952895,9e-04,0,2,3,1,chr9,+,ENSG00000095319.14:s:128952773-128952895_128952846-128956141,128952846,128956141,NA,NA,chr9:128952846-128956141,source,4
no_dox,NUP188,ENSG00000095319.14,ENSG00000095319.14:t:128956350-128956434,6e-04,0,3,3,1,chr9,+,ENSG00000095319.14:t:128956350-128956434_128956174-128956350,128956174,128956350,NA,NA,chr9:128956174-128956350,target,4
no_dox,BCL2L13,ENSG00000099968.18,ENSG00000099968.18:s:17702243-17703733,0.009,0.0058,4,3,1,chr22,+,ENSG00000099968.18:s:17702243-17703733_17702386-17722274,17702386,17722274,NA,NA,chr22:17702386-17722274,source,5
no_dox,BCL2L13,ENSG00000099968.18,ENSG00000099968.18:t:17726677-17730855,5e-04,1e-04,7,7,1,chr22,+,ENSG00000099968.18:t:17726677-17730855_17722390-17726691,17722390,17726691,NA,NA,chr22:17722390-17726691,target,5
no_dox,HIVEP1,ENSG00000095951.17,ENSG00000095951.17:s:12125746-12125870,0.0156,0.0152,2,3,0,chr6,+,ENSG00000095951.17:s:12125746-12125870_12125870-12130767,12125870,12130767,NA,NA,chr6:12125870-12130767,source,3
no_dox,HIVEP1,ENSG00000095951.17,ENSG00000095951.17:t:12089184-12089237,0.0201,0.0184,2,3,0,chr6,+,ENSG00000095951.17:t:12089184-12089237_12020418-12089184,12020418,12089184,NA,NA,chr6:12020418-12089184,target,5
no_dox,ACOT7,ENSG00000097021.20,ENSG00000097021.20:t:6349749-6349866,0.0294,0.0116,5,6,0,chr1,-,ENSG00000097021.20:t:6349749-6349866_6349866-6385494,6349866,6385494,NA,NA,chr1:6349866-6385494,target,5
no_dox,RASSF7,ENSG00000099849.15,ENSG00000099849.15:t:563558-564025,0.0346,0.0283,4,3,0,chr11,+,ENSG00000099849.15:t:563558-564025_563478-563558,563478,563558,563479,563557,chr11:563478-563558,target,3
no_dox,PALM,ENSG00000099864.18,ENSG00000099864.18:t:746285-748329,0.0198,0.0104,5,5,1,chr19,+,ENSG00000099864.18:t:746285-748329_734194-746285,734194,746285,740484,746284,chr19:734194-746285,target,5
no_dox,RANBP1,ENSG00000099901.17,ENSG00000099901.17:s:20122264-20122421,0.0016,0,3,3,0,chr22,+,ENSG00000099901.17:s:20122264-20122421_20122421-20122580,20122421,20122580,20122422,20122579,chr22:20122421-20122580,source,4
no_dox,RANBP1,ENSG00000099901.17,ENSG00000099901.17:s:20122264-20122421,0.0075,0,3,3,0,chr22,+,ENSG00000099901.17:s:20122264-20122421_20122422-20122579,20122422,20122579,20122422,20122579,chr22:20122422-20122579,source,5
no_dox,RANBP1,ENSG00000099901.17,ENSG00000099901.17:s:20126303-20126822,0.0108,0,5,2,0,chr22,+,ENSG00000099901.17:s:20126303-20126822_20126823-20126951,20126823,20126951,20126823,20126951,chr22:20126823-20126951,source,5
no_dox,RANBP1,ENSG00000099901.17,ENSG00000099901.17:t:20124139-20125488,0.0054,0,2,3,0,chr22,+,ENSG00000099901.17:t:20124139-20125488_20122697-20125308,20122697,20125308,NA,NA,chr22:20122697-20125308,target,4
no_dox,SEPTIN3,ENSG00000100167.20,ENSG00000100167.20:s:41994621-41994714,0.029,0.0162,2,2,0,chr22,+,ENSG00000100167.20:s:41994621-41994714_41994714-41996902,41994714,41996902,41994715,41996901,chr22:41994714-41996902,source,2
no_dox,EMC9,ENSG00000100908.14,ENSG00000100908.14:s:24141348-24141591,0.0494,0.0198,4,3,0,chr14,-,ENSG00000100908.14:s:24141348-24141591_24140965-24141348,24140965,24141348,24141317,24141347,chr14:24140965-24141348,source,1
no_dox,NFATC4,ENSG00000100968.14,ENSG00000100968.14:t:24377638-24379604,0.0021,0.0019,4,3,0,chr14,+,ENSG00000100968.14:t:24377638-24379604_24376554-24377638,24376554,24377638,24376879,24377637,chr14:24376554-24377638,target,4
no_dox,SLCO4A1,ENSG00000101187.16,ENSG00000101187.16:s:62642503-62642782,0.0106,0.0088,3,3,1,chr20,+,ENSG00000101187.16:s:62642503-62642782_62642553-62667745,62642553,62667745,NA,NA,chr20:62642553-62667745,source,5
no_dox,POLE2,ENSG00000100479.13,ENSG00000100479.13:s:49663315-49663387,0.0171,0.0132,3,3,1,chr14,-,ENSG00000100479.13:s:49663315-49663387_49655811-49663315,49655811,49663315,NA,NA,chr14:49655811-49663315,source,5
no_dox,CELF4,ENSG00000101489.20,ENSG00000101489.20:s:37266217-37266598,0.0337,0.0183,6,4,0,chr18,-,ENSG00000101489.20:s:37266217-37266598_37253938-37266533,37253938,37266533,NA,NA,chr18:37253938-37266533,source,5
no_dox,CELF4,ENSG00000101489.20,ENSG00000101489.20:t:37253767-37253981,0.0196,0.0116,7,6,0,chr18,-,ENSG00000101489.20:t:37253767-37253981_37253938-37266533,37253938,37266533,37253982,37254304,chr18:37253938-37266533,target,5
no_dox,STS,ENSG00000101846.8,ENSG00000101846.8:s:7333986-7334107,0.0082,0.0071,4,5,0,chrX,+,ENSG00000101846.8:s:7333986-7334107_7334107-7446176,7334107,7446176,NA,NA,chrX:7334107-7446176,source,5
no_dox,ALG13,ENSG00000101901.12,ENSG00000101901.12:t:111723798-111723898,0.0156,0.0145,3,4,0,chrX,+,ENSG00000101901.12:t:111723798-111723898_111721711-111723798,111721711,111723798,NA,NA,chrX:111721711-111723798,target,5
no_dox,ARHGAP5,ENSG00000100852.13,ENSG00000100852.13:s:32077074-32077436,0.026,0.0226,5,4,1,chr14,+,ENSG00000100852.13:s:32077074-32077436_32077435-32117140,32077435,32117140,NA,NA,chr14:32077435-32117140,source,2
no_dox,ARHGAP5,ENSG00000100852.13,ENSG00000100852.13:t:32090502-32091089,0.0248,0.0252,5,5,0,chr14,+,ENSG00000100852.13:t:32090502-32091089_32077053-32090502,32077053,32090502,NA,NA,chr14:32077053-32090502,target,1
no_dox,SLC7A6,ENSG00000103064.15,ENSG00000103064.15:t:68273795-68273904,0.0098,0.0086,4,3,0,chr16,+,ENSG00000103064.15:t:68273795-68273904_68266721-68273822,68266721,68273822,NA,NA,chr16:68266721-68273822,target,5
no_dox,NME4,ENSG00000103202.13,ENSG00000103202.13:t:404956-405024,0.0379,0.0302,4,5,1,chr16,+,ENSG00000103202.13:t:404956-405024_400294-404956,400294,404956,NA,NA,chr16:400294-404956,target,5
no_dox,MID1,ENSG00000101871.16,ENSG00000101871.16:s:10523092-10523187,0.0179,0.0172,3,4,0,chrX,-,ENSG00000101871.16:s:10523092-10523187_10501559-10523092,10501559,10523092,NA,NA,chrX:10501559-10523092,source,5
no_dox,NXT2,ENSG00000101888.12,ENSG00000101888.12:t:109538045-109538131,0.0375,0.0268,4,3,0,chrX,+,ENSG00000101888.12:t:109538045-109538131_109537270-109538045,109537270,109538045,NA,NA,chrX:109537270-109538045,target,5
no_dox,ABCD1,ENSG00000101986.12,ENSG00000101986.12:s:153740092-153740237,0.0031,0.0018,2,3,1,chrX,+,ENSG00000101986.12:s:153740092-153740237_153740237-153740305,153740237,153740305,NA,NA,chrX:153740237-153740305,source,4
no_dox,ABCD1,ENSG00000101986.12,ENSG00000101986.12:t:153740574-153740719,0.0031,0.0018,2,3,1,chrX,+,ENSG00000101986.12:t:153740574-153740719_153740439-153740574,153740439,153740574,NA,NA,chrX:153740439-153740574,target,5
no_dox,FNDC3A,ENSG00000102531.16,ENSG00000102531.16:t:49174435-49174559,0.0167,0.0102,3,3,1,chr13,+,ENSG00000102531.16:t:49174435-49174559_49168751-49174435,49168751,49174435,49172097,49174434,chr13:49168751-49174435,target,5
no_dox,TMEM87A,ENSG00000103978.16,ENSG00000103978.16:s:42232879-42233306,0.0314,0.0158,3,3,0,chr15,-,ENSG00000103978.16:s:42232879-42233306_42231915-42233213,42231915,42233213,NA,NA,chr15:42231915-42233213,source,5
no_dox,AMH,ENSG00000104899.8,ENSG00000104899.8:t:2250652-2250760,0.0084,0.0048,3,3,0,chr19,+,ENSG00000104899.8:t:2250652-2250760_2250479-2250652,2250479,2250652,2250480,2250651,chr19:2250479-2250652,target,5
no_dox,STMN2,ENSG00000104435.14,ENSG00000104435.14:s:79611117-79611214,0.0438,0.0077,8,7,1,chr8,+,ENSG00000104435.14:s:79611117-79611214_79611214-79616822,79611214,79616822,79611215,79611734,chr8:79611214-79616822,source,1
no_dox,MAN2B1,ENSG00000104774.13,ENSG00000104774.13:s:12660897-12661376,0.0476,0.0189,5,3,1,chr19,-,ENSG00000104774.13:s:12660897-12661376_12658513-12661260,12658513,12661260,12659011,12660896,chr19:12658513-12661260,source,1
no_dox,MIER2,ENSG00000105556.12,ENSG00000105556.12:t:334115-334542,0.028,0.0228,4,5,1,chr19,-,ENSG00000105556.12:t:334115-334542_334542-343810,334542,343810,NA,NA,chr19:334542-343810,target,4
no_dox,MAN2B1,ENSG00000104774.13,ENSG00000104774.13:t:12658428-12658617,0.0487,0.0193,5,3,1,chr19,-,ENSG00000104774.13:t:12658428-12658617_12658513-12661260,12658513,12661260,NA,NA,chr19:12658513-12661260,target,1
no_dox,BRAT1,ENSG00000106009.16,ENSG00000106009.16:s:2547324-2547478,0.0474,0.0156,3,3,0,chr7,-,ENSG00000106009.16:s:2547324-2547478_2543962-2547324,2543962,2547324,NA,NA,chr7:2543962-2547324,source,1
no_dox,IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,0.0012,8e-04,5,6,1,chr7,+,ENSG00000106012.18:s:2558972-2559217_2559217-2564878,2559217,2564878,NA,NA,chr7:2559217-2564878,source,3
no_dox,IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2567116-2567163,0.002,0.0018,4,4,1,chr7,+,ENSG00000106012.18:t:2567116-2567163_2565071-2567116,2565071,2567116,NA,NA,chr7:2565071-2567116,target,3
no_dox,TSPAN12,ENSG00000106025.9,ENSG00000106025.9:t:120810463-120810570,0.0347,0.0218,2,3,0,chr7,-,ENSG00000106025.9:t:120810463-120810570_120810570-120814005,120810570,120814005,NA,NA,chr7:120810570-120814005,target,5
no_dox,MINDY4,ENSG00000106125.14,ENSG00000106125.14:s:30771417-30771556,0.0436,0.0222,2,2,1,chr7,+,ENSG00000106125.14:s:30771417-30771556_30771556-30778418,30771556,30778418,NA,NA,chr7:30771556-30778418,source,2
no_dox,NSUN5P2,ENSG00000106133.18,ENSG00000106133.18:s:72949305-72949491,0.0425,0.0216,4,3,1,chr7,-,ENSG00000106133.18:s:72949305-72949491_72949232-72949313,72949232,72949313,72949233,72949304,chr7:72949232-72949313,source,5
no_dox,TAF6,ENSG00000106290.15,ENSG00000106290.15:t:100118396-100118653,0.0277,0.0232,4,3,1,chr7,-,ENSG00000106290.15:t:100118396-100118653_100118653-100118880,100118653,100118880,NA,NA,chr7:100118653-100118880,target,2
no_dox,WASL,ENSG00000106299.8,ENSG00000106299.8:s:123692347-123692867,6e-04,0,3,3,1,chr7,-,ENSG00000106299.8:s:123692347-123692867_123684580-123692347,123684580,123692347,123689151,123692346,chr7:123684580-123692347,source,2
no_dox,WASL,ENSG00000106299.8,ENSG00000106299.8:t:123681943-123684580,4e-04,0,4,3,1,chr7,-,ENSG00000106299.8:t:123681943-123684580_123684580-123692347,123684580,123692347,123684581,123688996,chr7:123684580-123692347,target,2
no_dox,EZH2,ENSG00000106462.12,ENSG00000106462.12:s:148819596-148820869,0.0429,0.0106,2,3,0,chr7,-,ENSG00000106462.12:s:148819596-148820869_148819059-148819596,148819059,148819596,NA,NA,chr7:148819059-148819596,source,5
no_dox,NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:s:121963238-121963328,0.0213,0.0134,2,3,0,chr10,-,ENSG00000107672.15:s:121963238-121963328_121962107-121963238,121962107,121963238,NA,NA,chr10:121962107-121963238,source,5
no_dox,NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:t:121970939-121971069,6e-04,0,4,4,1,chr10,-,ENSG00000107672.15:t:121970939-121971069_121971069-121973523,121971069,121973523,NA,NA,chr10:121971069-121973523,target,4
no_dox,SUSD1,ENSG00000106868.17,ENSG00000106868.17:s:112111650-112112083,0.0025,0.0027,4,5,1,chr9,-,ENSG00000106868.17:s:112111650-112112083_112080165-112111654,112080165,112111654,NA,NA,chr9:112080165-112111654,source,5
