gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,noDox_mean_psi,dox0021_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
FAM214B,ENSG00000005238.20,ENSG00000005238.20:t:35108594-35108737,0.0000;-0.0032;0.1101;0.0128;-0.1913;0.0000;0.0326;0.0212,3.422e-07;8.007e-04;5.539e-01;2.684e-02;8.157e-01;3.422e-07;1.114e-01;8.278e-02,9.997e-01;8.815e-01;5.547e-02;5.853e-01;1.014e-02;9.997e-01;3.404e-01;3.970e-01,0.0012;0.0294;0.0598;0.0265;0.7549;0.0012;0.0573;0.0644,0.0015;0.0015;0.2003;0.0508;0.5286;0.0015;0.1086;0.1107,t|1e1.1o2|1e1.2o2|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1|1e4.1o2|1e4.2o2,8,5,0;1;0;1;0;0;1;0,chr9,-,35108737-35116262;35108737-35115959;35108737-35115805;35108737-35115793;35108737-35115671;35108737-35112330;35108737-35111567;35108737-35111269,35108594-35108737;35111269-35111588;35112330-35112392;35115671-35115862;35115959-35116341,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A35116341-35108594
TSPOAP1,ENSG00000005379.17,ENSG00000005379.17:t:58307842-58307941,0.2044;-0.2044,7.344e-01;7.344e-01,1.269e-02;1.269e-02,0.1927;0.8073,0.4459;0.5541,t|1e1.1o1|1e2.1o1,2,3,0;0,chr17,-,58307941-58309967;58307941-58308541,58307842-58307941;58308541-58309380;58309967-58310158,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A58310158-58307842
ZNF195,ENSG00000005801.18,ENSG00000005801.18:t:3361743-3361889,-0.0797;0.0001;0.0010;-0.0604;0.0049;0.1253,3.893e-01;2.111e-06;1.016e-04;2.890e-01;3.197e-03;6.505e-01,1.047e-01;9.954e-01;9.122e-01;1.640e-01;8.262e-01;3.743e-02,0.6895;0.0009;0.0187;0.2000;0.0009;0.0826,0.5871;0.0078;0.0270;0.1221;0.0272;0.2199,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1,6,5,0;0;1;0;0;0,chr11,-,3361889-3370975;3361889-3370943;3361889-3369357;3361889-3362546;3361889-3362533;3361889-3361976,3361743-3361889;3361976-3362073;3362533-3362831;3369241-3369502;3370943-3371147,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A3371147-3361743
ZNF195,ENSG00000005801.18,ENSG00000005801.18:t:3362533-3362831,-0.5587;-0.0637;0.6622,9.996e-01;2.826e-01;1.000e+00,2.956e-06;1.656e-01;4.487e-09,0.7113;0.1290;0.1587,0.1608;0.0210;0.8133,t|1e1.1o2|1e2.1o1|1e3.1o1,3,4,0;0;1,chr11,-,3362602-3370975;3362602-3369357;3362602-3363303,3362533-3362831;3363303-3363391;3369241-3369502;3370943-3371147,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A3371147-3362533
FBXL3,ENSG00000005812.11,ENSG00000005812.11:s:77026827-77027195,0.0021;0.1607;-0.1831;-0.0000,1.362e-04;8.077e-01;8.893e-01;1.526e-10,9.179e-01;1.400e-02;5.831e-03;1.000e+00,0.0079;0.6887;0.3013;0.0014,0.0279;0.8559;0.1121;0.0012,s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1,4,4,1;0;1;0,chr13,-,77021861-77027012;77021861-77026827;77018722-77026827;77015580-77026827,77015165-77015581;77018600-77018744;77021513-77021861;77026827-77027195,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A77027195-77015165
FBXL3,ENSG00000005812.11,ENSG00000005812.11:t:77018600-77018744,-0.1265;0.0000;0.1261,6.448e-01;6.899e-21;6.423e-01,3.794e-02;1.000e+00;3.841e-02,0.2723;0.0017;0.7260,0.1285;0.0020;0.8696,t|1e1.2o2|1e2.1o2|1e2.2o2,3,3,1;0;0,chr13,-,77018722-77026827;77018722-77021657;77018722-77021513,77018600-77018744;77021513-77021861;77026827-77027195,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A77027195-77018600
ZFX,ENSG00000005889.16,ENSG00000005889.16:s:24149629-24149794,0.0000;0.1480;-0.0260;-0.0840;-0.0020,1.199e-06;6.343e-01;7.293e-02;4.041e-01;1.094e-03,9.992e-01;2.801e-02;4.141e-01;8.745e-02;9.166e-01,0.0019;0.3607;0.0778;0.5453;0.0196,0.0025;0.5713;0.0286;0.3974;0.0025,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,0;0;0;0;0,chrX,+,24149794-24150506;24149794-24151691;24149794-24152720;24149794-24172715;24149794-24207326,24149629-24149794;24150506-24150819;24151691-24151800;24152720-24152830;24172715-24172914;24207326-24207475,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A24207475-24149629
ZFX,ENSG00000005889.16,ENSG00000005889.16:t:24172715-24172914,-0.0795;-0.0712;0.1861,3.833e-01;3.515e-01;8.834e-01,1.123e-01;1.265e-01;6.322e-03,0.2650;0.5442;0.1873,0.1615;0.4441;0.3826,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chrX,+,24149794-24172715;24152830-24172715;24161842-24172715,24149629-24149794;24152720-24152830;24161715-24161842;24172715-24172914,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A24172914-24149629
SPATA20,ENSG00000006282.21,ENSG00000006282.21:s:50547068-50547369,-0.1186;0.1161;0.0029;0.0000,5.409e-01;5.359e-01;8.561e-02;9.832e-07,4.710e-02;5.027e-02;3.923e-01;9.991e-01,0.6508;0.2096;0.1407;0.0024,0.4807;0.3591;0.1351;0.0029,s|1e1.1o2|1e1.2o2|1e2.2o3|2e2.1o3,4,3,0;0;0;0,chr17,+,50547285-50547665;50547285-50547720;50547285-50548283;50547369-50548267,50547068-50547369;50547665-50547954;50548267-50548453,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50548453-50547068
TRAPPC6A,ENSG00000007255.10,ENSG00000007255.10:s:45178093-45178237,-0.0882;0.1603;-0.0843;0.0323,4.235e-01;7.415e-01;3.679e-01;1.641e-01,8.043e-02;1.921e-02;8.701e-02;2.688e-01,0.3312;0.1040;0.3703;0.1705,0.2117;0.2950;0.2743;0.2169,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,0;0;0;0,chr19,-,45165194-45178135;45164970-45178135;45165194-45178093;45164970-45178093,45164725-45164970;45165127-45165194;45178093-45178237,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A45178237-45164725
TRAPPC6A,ENSG00000007255.10,ENSG00000007255.10:t:45164725-45164970,0.1235;0.0225;-0.1494,6.242e-01;1.179e-01;6.796e-01,4.032e-02;3.339e-01;2.562e-02,0.0926;0.1413;0.7613,0.2414;0.1783;0.5723,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;0,chr19,-,45164970-45178135;45164970-45178093;45164970-45165127,45164725-45164970;45165127-45165194;45178093-45178237,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A45178237-45164725
RPUSD1,ENSG00000007376.8,ENSG00000007376.8:t:786826-786928,0.0008;-0.1034;0.1052,8.854e-05;5.320e-01;5.568e-01,8.546e-01;6.286e-02;5.210e-02,0.0323;0.8964;0.0742,0.0316;0.7829;0.1862,t|1e1.2o3|1e2.1o2|1e2.2o2,3,3,0;0;0,chr16,-,786928-787354;786928-787077;786928-787068,786826-786928;787068-787179;787344-787477,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A787477-786826
TEAD3,ENSG00000007866.22,ENSG00000007866.22:t:35479305-35479316,-0.0000;-0.0523;0.1369;-0.0580,7.706e-06;2.422e-01;6.067e-01;2.203e-01,9.970e-01;1.798e-01;3.444e-02;2.146e-01,0.0036;0.1914;0.6967;0.1054,0.0033;0.1162;0.8566;0.0181,t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;0;0,chr6,-,35479316-35486461;35479316-35484560;35479316-35480312;35479316-35480060,35479305-35479316;35480060-35480122;35480312-35480374;35484560-35484624;35486461-35486711,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A35486711-35479305
PKD1,ENSG00000008710.20,ENSG00000008710.20:s:2093355-2093738,0.0234;-0.2010;0.0135;0.0237;0.0015;0.0067;0.0264,4.961e-02;9.449e-01;2.053e-03;5.035e-02;8.748e-06;2.132e-04;7.964e-02,4.663e-01;1.808e-03;6.665e-01;4.690e-01;9.374e-01;7.838e-01;3.953e-01,0.0497;0.6753;0.0099;0.0814;0.0063;0.0134;0.1589,0.0873;0.4657;0.0509;0.1196;0.0306;0.0423;0.2023,s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1|2e1.2o3|i,7,4,1;0;1;0;1;1;1,chr16,-,2093274-2093544;2093093-2093544;2093046-2093544;2092592-2093544;2092188-2093544;2093093-2093534;2093275-2093354,2092046-2092188;2092480-2092597;2092954-2093274;2093355-2093738,2093275-2093354,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A2093738-2092046
PKD1,ENSG00000008710.20,ENSG00000008710.20:t:2112788-2112963,0.1539;0.0052;-0.1675,6.751e-01;2.297e-03;7.158e-01,2.464e-02;7.597e-01;1.920e-02,0.1521;0.0248;0.8287,0.3201;0.0421;0.6350,t|1e1.1o3|1e1.3o3|1e2.1o1,3,3,0;1;0,chr16,-,2112963-2113161;2112963-2113157;2112963-2113041,2112788-2112963;2113041-2113074;2113157-2113292,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A2113292-2112788
PKD1,ENSG00000008710.20,ENSG00000008710.20:t:2116529-2116644,-0.0129;-0.0774;0.1196,2.824e-02;3.721e-01;5.559e-01,6.042e-01;1.104e-01;4.740e-02,0.0513;0.1572;0.7806,0.0055;0.0374;0.9573,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr16,-,2116644-2117791;2116644-2117489;2116644-2116833,2116529-2116644;2116833-2117053;2117489-2117672;2117791-2118462,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A2118462-2116529
REV3L,ENSG00000009413.16,ENSG00000009413.16:t:111416283-111416472,-0.1027;0.1072;-0.0002,4.972e-01;5.184e-01;9.748e-05,6.482e-02;5.934e-02;9.894e-01,0.8821;0.1107;0.0068,0.7361;0.2599;0.0037,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr6,-,111416472-111482750;111416472-111472013;111416472-111460300,111416283-111416472;111460300-111460406;111472013-111472140;111482750-111483229,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A111483229-111416283
PHF7,ENSG00000010318.21,ENSG00000010318.21:s:52410660-52411339,0.3978;-0.3978,9.995e-01;9.995e-01,4.346e-06;4.346e-06,0.2942;0.7058,0.6874;0.3126,s|1e1.1o1|2e1.1o1,2,2,0;0,chr3,+,52411247-52412811;52411339-52412811,52410660-52411339;52412811-52412920,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A52412920-52410660
FUZ,ENSG00000010361.14,ENSG00000010361.14:t:49809163-49809258,-0.1067;0.1067,5.581e-01;5.581e-01,5.789e-02;5.789e-02,0.1527;0.8473,0.0425;0.9575,t|1e1.1o1|1e2.1o1,2,3,1;0,chr19,-,49809258-49811363;49809258-49809378,49809163-49809258;49809378-49809575;49811036-49811491,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A49811491-49809163
SCMH1,ENSG00000010803.16,ENSG00000010803.16:s:41159725-41159933,-0.1835;0.1269;0.0397,7.531e-01;6.178e-01;2.477e-01,1.433e-02;4.012e-02;1.762e-01,0.4815;0.1093;0.3963,0.2655;0.2697;0.4702,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr1,-,41152741-41159725;41151684-41159725;41143112-41159725,41142874-41143112;41151614-41151684;41152599-41152741;41159725-41159933,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A41159933-41142874
CLCN6,ENSG00000011021.23,ENSG00000011021.23:s:11828106-11828219,-0.1257;0.1257,5.561e-01;5.561e-01,4.187e-02;4.187e-02,0.7883;0.2117,0.6166;0.3834,s|1e1.1o1|1e2.1o1,2,3,0;0,chr1,+,11828219-11828458;11828219-11829196,11828106-11828219;11828458-11828624;11829196-11829322,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A11829322-11828106
TSPAN9,ENSG00000011105.14,ENSG00000011105.14:s:3077355-3077453,0.1281;-0.1281,5.982e-01;5.982e-01,3.992e-02;3.992e-02,0.8034;0.1966,0.9545;0.0455,s|1e1.1o1|1e2.1o1,2,3,0;0,chr12,+,3077453-3083653;3077453-3201177,3077355-3077453;3083653-3084210;3199984-3201256,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A3201256-3077355
APBA3,ENSG00000011132.12,ENSG00000011132.12:t:3752820-3752990,-0.1040;0.1040,5.008e-01;5.008e-01,7.046e-02;7.046e-02,0.1439;0.8561,0.0064;0.9936,t|1e1.1o1|1e2.1o1,2,3,1;0,chr19,-,3752990-3754019;3752990-3753765,3752820-3752990;3753765-3753926;3754019-3754141,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A3754141-3752820
APBA3,ENSG00000011132.12,ENSG00000011132.12:t:3754195-3756272,0.0001;-0.1138;0.1127,1.742e-05;4.787e-01;4.752e-01,9.951e-01;5.021e-02;5.113e-02,0.0038;0.7603;0.2354,0.0052;0.6084;0.3865,t|1e1.1o1|1e2.1o1|i,3,3,1;0;1,chr19,-,3754340-3759689;3754340-3759561;3756273-3759560,3754195-3756272;3759561-3759600;3759612-3760301,3756273-3759560,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A3760301-3754195
MBTD1,ENSG00000011258.16,ENSG00000011258.16:t:51225008-51225224,0.0055;-0.0491;0.1010;0.0000;-0.0425,9.573e-03;1.967e-01;5.189e-01;6.898e-21;3.294e-02,6.394e-01;2.339e-01;6.745e-02;1.000e+00;4.461e-01,0.0927;0.1874;0.6405;0.0006;0.0732,0.1028;0.1171;0.7704;0.0007;0.0115,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e3.1o1,5,5,0;1;0;0;1,chr17,-,51225209-51260120;51225209-51259835;51225209-51259143;51225209-51256307;51225183-51259143,51225008-51225224;51256307-51256829;51259143-51259206;51259835-51260049;51260120-51260163,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A51260163-51225008
DPF1,ENSG00000011332.21,ENSG00000011332.21:t:38222548-38222708,-0.0327;0.0009;0.1312;0.0000;0.0000;0.0000;-0.0792,2.056e-01;6.861e-04;6.332e-01;9.546e-07;9.546e-07;9.546e-07;3.394e-01,2.161e-01;9.605e-01;3.640e-02;9.993e-01;9.993e-01;9.993e-01;1.406e-01,0.8004;0.0015;0.0797;0.0015;0.0015;0.0015;0.1153,0.7434;0.0129;0.2351;0.0018;0.0018;0.0018;0.0018,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|2e1.1o1,7,6,0;0;0;0;0;0;0,chr19,-,38222708-38229559;38222708-38227946;38222708-38224114;38222708-38223756;38222708-38223083;38222708-38222835;38222703-38229559,38222548-38222708;38222835-38223298;38223756-38223961;38224114-38224250;38227946-38228042;38229559-38229714,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A38229714-38222548
RNF14,ENSG00000013561.18,ENSG00000013561.18:s:141968886-141969234,-0.1885;0.1284;0.0443,8.267e-01;6.833e-01;1.969e-01,9.638e-03;2.963e-02;2.333e-01,0.8229;0.0334;0.1368,0.6132;0.1722;0.1950,s|1e1.1o1|1e2.1o1|2e1.1o1,3,3,0;0;0,chr5,+,141969167-141970704;141969167-141973583;141969234-141970704,141968886-141969234;141970704-141970877;141973583-141973742,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141973742-141968886
RNF14,ENSG00000013561.18,ENSG00000013561.18:t:141970704-141970877,0.0000;0.0000;-0.1014;0.0695;0.0000;0.0046,1.282e-08;1.282e-08;4.767e-01;3.267e-01;1.282e-08;2.219e-03,9.999e-01;9.999e-01;7.150e-02;1.351e-01;9.999e-01;8.371e-01,0.0013;0.0013;0.8551;0.1400;0.0013;0.0013,0.0014;0.0014;0.7312;0.2356;0.0014;0.0323,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o2|1e4.2o2,6,5,0;0;0;0;0;0,chr5,+,141958425-141970704;141966904-141970704;141969167-141970704;141969234-141970704;141969385-141970704;141969617-141970704,141958328-141958425;141966820-141966904;141968886-141969234;141969269-141969617;141970704-141970877,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141970877-141958328
DDX11,ENSG00000013573.17,ENSG00000013573.17:t:31078390-31078537,-0.1319;0.2139;-0.0616;0.0104;0.0034;-0.0154,7.738e-01;9.454e-01;1.823e-01;1.410e-02;2.472e-03;2.841e-03,8.102e-03;1.923e-03;2.426e-01;6.177e-01;6.986e-01;6.488e-01,0.1602;0.5647;0.1003;0.0906;0.0449;0.0617,0.0048;0.7917;0.0268;0.1156;0.0469;0.0174,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|2e1.1o2|2e1.2o2,6,4,0;0;0;0;0;0,chr12,+,31073969-31078390;31074091-31078390;31074327-31078390;31078288-31078390;31073969-31078463;31074091-31078463,31073860-31074091;31074220-31074327;31077945-31078288;31078390-31078537,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A31078537-31073860
IL20RA,ENSG00000016402.14,ENSG00000016402.14:t:137008888-137009492,-0.2006;0.1758;0.0065,7.287e-01;6.448e-01;3.934e-02,1.327e-02;1.999e-02;5.277e-01,0.3804;0.5650;0.0351,0.1320;0.7985;0.0576,t|1e1.1o1|1e2.1o1|2e1.1o1,3,3,0;0;0,chr6,-,137009492-137016968;137009492-137011274;137009426-137016968,137008888-137009492;137011274-137011452;137016968-137017103,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A137017103-137008888
ATP2C1,ENSG00000017260.20,ENSG00000017260.20:s:130893991-130894337,-0.0241;-0.0833;-0.0000;0.1240,9.105e-02;4.010e-01;6.898e-21;6.303e-01,3.784e-01;1.076e-01;1.000e+00;4.052e-02,0.2607;0.2596;0.0012;0.4775,0.2177;0.1546;0.0011;0.6231,s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1,4,3,0;0;0;0,chr3,+,130894337-130894590;130894337-130894708;130894337-130894731;130894337-130930416,130893991-130894337;130894535-130894775;130930416-130930526,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A130930526-130893991
RUFY3,ENSG00000018189.13,ENSG00000018189.13:s:70789495-70790082,-0.4391;0.0764;0.2603;-0.0000;0.0864,1.000e+00;3.317e-01;9.992e-01;6.536e-21;4.095e-01,0.000e+00;1.360e-01;2.003e-06;1.000e+00;9.550e-02,0.5890;0.0404;0.2817;0.0121;0.0771,0.1576;0.1181;0.5438;0.0053;0.1748,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i,5,4,0;0;0;0;1,chr4,+,70789592-70791225;70789592-70793765;70789592-70793785;70789592-70800141;70790083-70791224,70789495-70790082;70791225-70793557;70793765-70793915;70800141-70800205,70790083-70791224,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A70800205-70789495
PHLDB1,ENSG00000019144.19,ENSG00000019144.19:s:118632159-118632296,0.0008;-0.1485;0.1340;-0.0046,1.641e-05;7.122e-01;6.483e-01;1.141e-02,9.620e-01;2.486e-02;3.266e-02;6.500e-01,0.0063;0.2388;0.6884;0.0648,0.0217;0.0761;0.8433;0.0575,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;0;0;0,chr11,+,118632296-118632807;118632296-118634923;118632296-118635393;118632297-118634922,118632159-118632296;118632807-na;118634923-118635163;118635393-118635548,118632297-118634922,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A118635548-118632159
