gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,noDox_mean_psi,dox0025_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
CDKL3,ENSG00000006837.12,ENSG00000006837.12:s:134321791-134321903,0.1866;-0.1866,7.981e-01;7.981e-01,1.121e-02;1.121e-02,0.7625;0.2375,0.9857;0.0143,s|1e1.1o1|1e2.1o1,2,3,0;0,chr5,-,134319497-134321791;134308466-134321791,134308001-134308466;134319358-134319497;134321791-134321903,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134321903-134308001
ST7L,ENSG00000007341.19,ENSG00000007341.19:s:112541790-112542090,0.1698;-0.1698,7.115e-01;7.115e-01,1.866e-02;1.866e-02,0.1964;0.8036,0.3939;0.6061,s|1e1.1o1|1e2.1o1,2,3,0;0,chr1,-,112540872-112541951;112526111-112541951,112523514-112526111;112540779-112540872;112541790-112542090,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A112542090-112523514
ST7L,ENSG00000007341.19,ENSG00000007341.19:s:112576986-112577088,0.0027;0.0053;-0.0000;0.0003;-0.1079;-0.0072;0.0781;-0.0000,1.084e-01;4.773e-03;4.481e-06;5.605e-05;4.819e-01;4.449e-02;3.514e-01;4.481e-06,3.447e-01;7.955e-01;9.985e-01;9.837e-01;5.599e-02;5.046e-01;1.355e-01;9.985e-01,0.1481;0.0020;0.0020;0.0020;0.7635;0.0699;0.0020;0.0020,0.1635;0.0354;0.0017;0.0140;0.5936;0.0587;0.1174;0.0017,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|i,8,8,1;1;0;1;0;0;1;1,chr1,-,112575233-112576986;112572446-112576986;112571351-112576986;112569950-112576986;112556018-112576986;112550693-112576986;112542090-112576986;112575234-112576985,na-112572446;112541790-112542090;112550601-112550693;112555868-112556018;112569833-112569950;112571275-112571351;112575114-112575233;112576986-112577088,112575234-112576985,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A112577088-112541790
ST7L,ENSG00000007341.19,ENSG00000007341.19:t:112541790-112542090,0.0604;0.0399;-0.1135,2.291e-01;2.240e-01;5.160e-01,2.085e-01;1.922e-01;5.225e-02,0.0053;0.2675;0.7269,0.0963;0.3137;0.5818,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr1,-,112542090-112576986;112542090-112555868;112542090-112550601,112541790-112542090;112550601-112550693;112555868-112556018;112576986-112577088,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A112577088-112541790
LUC7L,ENSG00000007392.17,ENSG00000007392.17:t:227242-227686,-0.1370;0.0000;0.0296;-0.0000;0.0918,7.240e-01;6.594e-21;3.709e-02;6.594e-21;4.533e-01,2.614e-02;1.000e+00;4.714e-01;1.000e+00;9.260e-02,0.7150;0.0005;0.0863;0.0025;0.2020,0.5630;0.0005;0.1260;0.0005;0.3048,t|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i,5,4,0;0;0;0;0,chr16,-,227336-229279;227336-228701;227336-228333;227336-227987;227687-227986,227242-227686;227987-228402;228489-228722;229279-229463,227687-227986,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A229463-227242
TEAD3,ENSG00000007866.22,ENSG00000007866.22:t:35479305-35479316,-0.0000;-0.0952;0.1800;-0.0544,6.573e-06;4.422e-01;7.584e-01;2.184e-01,9.974e-01;7.905e-02;1.436e-02;2.153e-01,0.0036;0.1914;0.6967;0.1054,0.0030;0.0712;0.9023;0.0231,t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;0;0,chr6,-,35479316-35486461;35479316-35484560;35479316-35480312;35479316-35480060,35479305-35479316;35480060-35480122;35480312-35480374;35484560-35484624;35486461-35486711,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A35486711-35479305
CDKL5,ENSG00000008086.13,ENSG00000008086.13:s:18598462-18598613,-0.1098;0.1098,5.005e-01;5.005e-01,5.608e-02;5.608e-02,0.2761;0.7239,0.1347;0.8653,s|1e1.1o1|2e1.1o1,2,2,1;0,chrX,+,18598562-18603902;18598613-18603902,18598462-18598613;18603902-18604868,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A18604868-18598462
APBA3,ENSG00000011132.12,ENSG00000011132.12:t:3754195-3756272,0.0001;-0.1443;0.1428,2.349e-05;6.167e-01;6.120e-01,9.943e-01;2.996e-02;3.073e-02,0.0038;0.7603;0.2354,0.0055;0.5609;0.4338,t|1e1.1o1|1e2.1o1|i,3,3,1;0;1,chr19,-,3754340-3759689;3754340-3759561;3756273-3759560,3754195-3756272;3759561-3759600;3759612-3760301,3756273-3759560,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A3760301-3754195
CEP68,ENSG00000011523.14,ENSG00000011523.14:s:65056366-65056528,-0.1085;-0.0002;0.1180,5.131e-01;5.754e-06;5.535e-01,5.603e-02;9.919e-01;4.703e-02,0.6435;0.0112;0.3511,0.5034;0.0024;0.4944,s|1e1.1o1|1e2.1o1|2e1.1o1,3,3,1;0;0,chr2,+,65056524-65069399;65056524-65071454;65056528-65069399,65056366-65056528;65069399-65069801;65070729-65072569,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A65072569-65056366
MAP4K5,ENSG00000012983.12,ENSG00000012983.12:s:50440013-50440073,-0.3491;0.3491,9.999e-01;9.999e-01,1.318e-07;1.318e-07,0.9191;0.0809,0.5669;0.4331,s|1e1.1o1|1e2.1o1,2,3,0;1,chr14,-,50438094-50440013;50438008-50440013,50437894-50438008;50438092-50438401;50440013-50440073,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A50440073-50437894
MAP4K5,ENSG00000012983.12,ENSG00000012983.12:t:50437894-50438008,0.3086;-0.3086,9.999e-01;9.999e-01,1.760e-07;1.760e-07,0.0781;0.9219,0.3923;0.6077,t|1e1.1o1|1e2.1o1,2,3,1;0,chr14,-,50438008-50440013;50438008-50438092,50437894-50438008;50438092-50438401;50440013-50440073,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A50440073-50437894
DDX11,ENSG00000013573.17,ENSG00000013573.17:t:31078390-31078537,-0.0363;0.1129;-0.0039;-0.0090;-0.0082;-0.0159,1.143e-01;5.702e-01;7.164e-03;1.247e-02;5.755e-04;2.935e-03,3.289e-01;5.349e-02;6.690e-01;6.536e-01;7.653e-01;6.474e-01,0.1602;0.5647;0.1003;0.0906;0.0449;0.0617,0.0994;0.6962;0.0904;0.0778;0.0104;0.0197,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|2e1.1o2|2e1.2o2,6,4,0;0;0;0;0;0,chr12,+,31073969-31078390;31074091-31078390;31074327-31078390;31078288-31078390;31073969-31078463;31074091-31078463,31073860-31074091;31074220-31074327;31077945-31078288;31078390-31078537,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A31078537-31073860
PHLDB1,ENSG00000019144.19,ENSG00000019144.19:s:118632159-118632296,0.0185;-0.1531;0.0797;0.0101,7.056e-03;7.217e-01;4.100e-01;1.937e-02,6.018e-01;2.331e-02;9.539e-02;5.916e-01,0.0063;0.2388;0.6884;0.0648,0.0564;0.0647;0.7873;0.0830,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;0;0;0,chr11,+,118632296-118632807;118632296-118634923;118632296-118635393;118632297-118634922,118632159-118632296;118632807-na;118634923-118635163;118635393-118635548,118632297-118634922,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A118635548-118632159
PHLDB1,ENSG00000019144.19,ENSG00000019144.19:s:118644072-118644302,0.2102;-0.2102,9.304e-01;9.304e-01,2.403e-03;2.403e-03,0.1642;0.8358,0.3818;0.6182,s|1e1.1o1|1e2.1o1,2,3,0;0,chr11,+,118644174-118644647;118644174-118645356,118644072-118644302;118644647-118644691;118645356-118645650,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A118645650-118644072
PHLDB1,ENSG00000019144.19,ENSG00000019144.19:t:118624934-118625059,-0.0543;-0.0000;0.1197;-0.0388;-0.0027,2.242e-01;6.826e-08;5.782e-01;1.233e-01;2.131e-03,2.099e-01;9.998e-01;4.691e-02;3.182e-01;7.789e-01,0.1192;0.0019;0.7346;0.0962;0.0384,0.0454;0.0010;0.8932;0.0133;0.0321,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,0;1;0;0;0,chr11,+,118616211-118624934;118619911-118624934;118621538-118624934;118624511-118624934;118624845-118624934,na-118619911;118616041-118616211;118621363-118621538;118624084-118624511;118624792-118624845;118624934-118625059,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A118625059-118616041
PHLDB1,ENSG00000019144.19,ENSG00000019144.19:t:118645356-118645650,-0.1462;0.1462,7.073e-01;7.073e-01,2.478e-02;2.478e-02,0.7475;0.2525,0.5824;0.4176,t|1e1.1o1|1e2.1o1,2,3,0;0,chr11,+,118644174-118645356;118644691-118645356,118644072-118644302;118644647-118644691;118645356-118645650,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A118645650-118644072
INSRR,ENSG00000027644.5,ENSG00000027644.5:s:156843004-156843233,0.1059;-0.0228;-0.0571,5.129e-01;3.106e-02;2.818e-01,6.109e-02;5.145e-01;1.596e-01,0.2669;0.0655;0.6744,0.4051;0.0132;0.5924,s|1e1.1o1|1e2.1o1|i,3,3,0;1;1,chr1,-,156842508-156843004;156842271-156843004;156842509-156843003,156842112-156842271;156842398-156842508;156843004-156843233,156842509-156843003,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156843233-156842112
ARID4A,ENSG00000032219.19,ENSG00000032219.19:s:58346411-58346505,0.1041;-0.1041,5.181e-01;5.181e-01,6.549e-02;6.549e-02,0.7094;0.2906,0.8344;0.1656,s|1e1.1o1|1e2.1o1,2,3,0;1,chr14,+,58346505-58347020;58346505-58347647,58346411-58346505;58347020-58347117;58347647-58347878,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A58347878-58346411
ARID4A,ENSG00000032219.19,ENSG00000032219.19:t:58347647-58347878,-0.2985;0.2985,9.799e-01;9.799e-01,4.457e-04;4.457e-04,0.5507;0.4493,0.2246;0.7754,t|1e1.1o1|1e2.1o1,2,3,1;0,chr14,+,58346505-58347647;58347117-58347647,58346411-58346505;58347020-58347117;58347647-58347878,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A58347878-58346411
ASTE1,ENSG00000034533.12,ENSG00000034533.12:s:131026188-131026609,0.1140;-0.0426;-0.0643;-0.0000,5.121e-01;2.318e-01;2.855e-01;9.310e-07,5.229e-02;1.735e-01;1.638e-01;9.992e-01,0.4960;0.3453;0.1532;0.0030,0.6377;0.2898;0.0614;0.0021,s|1e1.1o1|2e1.1o1|3e1.1o1|3e2.1o1,4,3,0;1;0;0,chr3,-,131025594-131026507;131025594-131026503;131025594-131026188;131025331-131026188,131025158-131025331;131025474-131025594;131026188-131026609,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A131026609-131025158
SPATA7,ENSG00000042317.17,ENSG00000042317.17:s:88391381-88391455,0.0001;-0.2952;0.2941,7.780e-05;9.104e-01;9.109e-01,9.879e-01;2.567e-03;2.565e-03,0.0055;0.8699;0.1237,0.0067;0.5458;0.4468,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr14,+,88391455-88391598;88391455-88393393;88391455-88396156,88391381-88391455;88391598-88391758;88393393-88393636;88396156-88396203,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A88396203-88391381
HHAT,ENSG00000054392.13,ENSG00000054392.13:s:210328252-210328641,0.1193;-0.0945;-0.0150;0.0001,5.406e-01;4.533e-01;4.648e-02;1.862e-04,4.688e-02;7.495e-02;4.903e-01;9.553e-01,0.5680;0.3401;0.0957;0.0134,0.7275;0.2048;0.0576;0.0131,s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1,4,4,0;1;1;1,chr1,+,210328384-210348933;210328384-210362852;210328384-210387468;210328641-210348933,210328252-210328641;210348933-210349066;210362852-210362919;210387468-210387581,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210387581-210328252
HHAT,ENSG00000054392.13,ENSG00000054392.13:s:210328902-210329104,0.0438;0.1397;-0.2348,2.246e-01;6.394e-01;9.693e-01,1.812e-01;3.203e-02;8.685e-04,0.5963;0.1170;0.2845,0.6725;0.2873;0.0351,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chr1,+,210329104-210348933;210329104-210362852;210329104-210387468,210328902-210329104;210348933-210349066;210362852-210362919;210387468-210387581,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210387581-210328902
HHAT,ENSG00000054392.13,ENSG00000054392.13:s:210387468-210387581,-0.1191;0.0771;0.0143;0.0015,5.382e-01;3.747e-01;7.381e-02;2.924e-04,4.623e-02;1.006e-01;4.156e-01;9.388e-01,0.7130;0.2125;0.0696;0.0027,0.5475;0.3119;0.0979;0.0228,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr1,+,210387581-210400468;210387581-210404464;210387581-210418154;210387581-210513153,210387468-210387581;210400468-210400662;210404464-210404679;210418154-210418325;210513153-210513188,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210513188-210387468
HHAT,ENSG00000054392.13,ENSG00000054392.13:t:210348933-210349066,0.2128;0.0001;-0.0821;0.0000;-0.1069,8.771e-01;9.430e-06;4.008e-01;1.630e-08;5.493e-01,5.708e-03;9.897e-01;9.641e-02;9.999e-01;5.888e-02,0.3400;0.0081;0.4933;0.0014;0.1568,0.5763;0.0099;0.3720;0.0016;0.0421,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e4.1o1,5,5,0;1;0;0;1,chr1,+,210328384-210348933;210328641-210348933;210329104-210348933;210329483-210348933;210331832-210348933,210328252-210328641;210328902-210329104;210329300-210329601;210331770-210331832;210348933-210349066,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210349066-210328252
HHAT,ENSG00000054392.13,ENSG00000054392.13:t:210387468-210387581,-0.0006;-0.1057;-0.0100;0.1414;0.0000,6.237e-06;5.462e-01;1.629e-02;7.719e-01;6.893e-21,9.407e-01;5.551e-02;6.270e-01;1.764e-02;1.000e+00,0.0292;0.1353;0.0866;0.7455;0.0008,0.0225;0.0090;0.0637;0.8998;0.0008,t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,1;1;1;0;0,chr1,+,210328384-210387468;210329104-210387468;210349066-210387468;210362919-210387468;210369783-210387468,210328252-210328641;210328902-210329104;210348933-210349066;210362852-210362919;210369715-210369783;210387468-210387581,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210387581-210328252
USP36,ENSG00000055483.19,ENSG00000055483.19:s:78798400-78798551,0.2474;-0.2748;-0.0000;0.0015,9.753e-01;9.908e-01;6.893e-21;2.653e-05,5.716e-04;1.300e-04;1.000e+00;9.424e-01,0.5210;0.4769;0.0010;0.0010,0.7735;0.1961;0.0009;0.0260,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1,4,4,0;0;0;0,chr17,-,78797902-78798400;78797879-78798400;78796494-78798400;78787658-78798400,78787381-78787658;78796317-78796494;78797786-78797902;78798400-78798551,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A78798551-78787381
ZNF280C,ENSG00000056277.16,ENSG00000056277.16:t:130220349-130220480,-0.0099;-0.0886;0.1348,3.608e-03;4.472e-01;7.186e-01,7.254e-01;9.015e-02;2.604e-02,0.0465;0.1511;0.8142,0.0029;0.0375;0.9599,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chrX,-,130220480-130228977;130220480-130227682;130220480-130226759,130220349-130220480;130226759-130226905;130227682-130227782;130228977-130229134,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A130229134-130220349
USP13,ENSG00000058056.10,ENSG00000058056.10:t:179706934-179707076,0.0492;0.0025;0.0010;-0.2833;0.1790,1.730e-01;8.292e-04;2.265e-04;9.924e-01;9.012e-01,2.573e-01;9.016e-01;9.593e-01;5.801e-05;4.065e-03,0.0173;0.0144;0.0033;0.9477;0.0171,0.0846;0.0244;0.0130;0.6583;0.2188,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2,5,5,0;0;1;0;0,chr3,+,179653393-179706934;179682003-179706934;179690301-179706934;179701129-179706934;179701179-179706934,179653032-179653393;179681878-179682003;179690241-179690301;179701008-179701179;179706934-179707076,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A179707076-179653032
YIPF1,ENSG00000058799.15,ENSG00000058799.15:s:53860056-53860153,-0.1591;0.1760;-0.0003,7.370e-01;7.957e-01;7.680e-06,1.959e-02;1.306e-02;9.846e-01,0.6958;0.2853;0.0169,0.5139;0.4835;0.0022,s|1e1.1o1|1e2.1o1|i,3,3,0;0;1,chr1,-,53855051-53860056;53852270-53860056;53855052-53860055,53851719-53852270;53855001-53855051;53860056-53860153,53855052-53860055,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A53860153-53851719
YIPF1,ENSG00000058799.15,ENSG00000058799.15:s:53889713-53889798,-0.1291;0.1459;0.0000;-0.0001,6.462e-01;7.196e-01;6.893e-21;8.733e-09,3.738e-02;2.503e-02;1.000e+00;9.978e-01,0.3662;0.6155;0.0009;0.0165,0.2297;0.7683;0.0012;0.0012,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2,4,5,0;0;0;0,chr1,-,53889463-53889713;53888986-53889713;53886721-53889713;53883276-53889713,53883113-53883276;53886667-53886721;53888907-53888986;53889244-53889463;53889713-53889798,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A53889798-53883113
YIPF1,ENSG00000058799.15,ENSG00000058799.15:t:53851719-53852270,0.1178;-0.1077;-0.0006,5.917e-01;5.451e-01;1.061e-05,4.833e-02;5.989e-02;9.531e-01,0.2057;0.7724;0.0256,0.3440;0.6340;0.0159,t|1e1.1o1|1e2.1o1|i,3,3,0;0;1,chr1,-,53852270-53860056;53852270-53855001;53852271-53855000,53851719-53852270;53855001-53855051;53860056-53860153,53852271-53855000,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A53860153-53851719
TBXAS1,ENSG00000059377.18,ENSG00000059377.18:t:139780740-139780824,-0.0000;-0.1256;0.0795;0.0311,1.332e-06;5.780e-01;4.024e-01;9.012e-02,9.990e-01;4.126e-02;9.313e-02;3.763e-01,0.0031;0.7242;0.2373;0.0298,0.0022;0.5475;0.3704;0.0801,t|1e1.1o1|1e2.1o2|1e2.2o2|i,4,3,0;0;1;1,chr7,+,139778150-139780740;139778471-139780740;139778530-139780740;139778531-139780739,139778136-139778150;139778248-139778530;139780740-139780824,139778531-139780739,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A139780824-139778136
TBXAS1,ENSG00000059377.18,ENSG00000059377.18:t:139782666-139782729,-0.0002;0.0069;0.2139;-0.2259,7.861e-05;4.379e-02;8.603e-01;9.261e-01,9.919e-01;5.015e-01;6.354e-03;2.278e-03,0.0054;0.0441;0.6716;0.2832,0.0024;0.0571;0.9220;0.0191,t|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr7,+,139777241-139782666;139778471-139782666;139780824-139782666;139782564-139782666,139777051-139777241;139778248-139778530;139780740-139780824;139782488-139782564;139782666-139782729,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A139782729-139777051
TARBP1,ENSG00000059588.10,ENSG00000059588.10:s:234401181-234401262,0.1202;0.0519;-0.2061,6.306e-01;2.414e-01;9.539e-01,4.083e-02;1.937e-01;1.325e-03,0.0916;0.6273;0.2833,0.2227;0.7113;0.0701,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chr1,-,234400948-234401181;234398553-234401181;234393837-234401181,234393646-234393837;234398178-234398553;234400853-234400948;234401181-234401262,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A234401262-234393646
TARBP1,ENSG00000059588.10,ENSG00000059588.10:t:234393646-234393837,-0.1031;0.0006;0.0798,5.369e-01;1.561e-06;3.722e-01,6.486e-02;9.749e-01;1.172e-01,0.1659;0.0049;0.8277,0.0503;0.0199;0.9253,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr1,-,234393837-234401181;234393837-234400853;234393837-234398382,234393646-234393837;234398178-234398553;234400853-234400948;234401181-234401262,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A234401262-234393646
