# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/noDox-dox00125.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/noDox-dox00125.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "dox00125": 3,
#         "noDox": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	noDox_mean_psi	dox00125_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
MYCBP2	ENSG00000005810.19	ENSG00000005810.19:s:77121225-77121495	0.0619;0.0443;-0.0000;-0.1219	2.601e-01;2.045e-01;4.078e-08;6.361e-01	1.801e-01;2.233e-01;9.976e-01;3.862e-02	0.0895;0.5185;0.0127;0.3830	0.1653;0.5951;0.0060;0.2376	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr13	-	77118519-77121373;77118495-77121373;77103310-77121373;77099013-77121373	77097370-77099013;77103209-77103310;77118340-77118519;77121225-77121495		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A77121495-77097370
MYCBP2	ENSG00000005810.19	ENSG00000005810.19:t:77097370-77099013	-0.1308;0.1494;-0.0114	6.904e-01;7.550e-01;2.485e-02	2.958e-02;1.926e-02;5.720e-01	0.3505;0.5354;0.1090	0.2055;0.7053;0.0928	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr13	-	77099013-77121373;77099013-77118340;77099013-77103209	77097370-77099013;77103209-77103310;77118340-77118519;77121225-77121495		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A77121495-77097370
FBXL3	ENSG00000005812.11	ENSG00000005812.11:s:77026827-77027195	-0.0000;0.1019;-0.0945;-0.0000	1.277e-07;5.234e-01;4.850e-01;1.528e-10	9.986e-01;6.417e-02;7.547e-02;1.000e+00	0.0079;0.6887;0.3013;0.0014	0.0011;0.8151;0.1827;0.0011	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	4	4	1;0;1;0	chr13	-	77021861-77027012;77021861-77026827;77018722-77026827;77015580-77026827	77015165-77015581;77018600-77018744;77021513-77021861;77026827-77027195		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A77027195-77015165
OSBPL7	ENSG00000006025.12	ENSG00000006025.12:s:47815215-47815352	0.0002;-0.1131;0.1105;0.0002	2.215e-04;5.688e-01;5.546e-01;2.215e-04	9.822e-01;5.206e-02;5.434e-02;9.822e-01	0.0045;0.1645;0.8269;0.0045	0.0069;0.0069;0.9794;0.0069	s|1e3.2o2|2e1.1o2|2e1.2o2|2e2.1o2	4	4	0;0;0;1	chr17	-	47809115-47815338;47814707-47815215;47814614-47815215;47813834-47815215	47809076-47809220;47813587-47813834;47814521-47814707;47815215-47815352		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A47815352-47809076
TMEM98	ENSG00000006042.12	ENSG00000006042.12:s:32927910-32928237	-0.0000;0.1129;0.0000;-0.0827;-0.0089;-0.0000	6.697e-21;6.051e-01;6.697e-21;3.790e-01;7.273e-05;6.701e-21	1.000e+00;4.022e-02;1.000e+00;1.134e-01;7.370e-01;9.995e-01	0.0061;0.6610;0.0003;0.2736;0.0467;0.0155	0.0021;0.7800;0.0024;0.1810;0.0295;0.0095	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e4.1o1|1e5.1o1	6	6	0;0;1;0;1;1	chr17	+	32928237-32930900;32928237-32931327;32928237-32931447;32928237-32931475;32928237-32933174;32928237-32934291	32927910-32928237;32930900-32930971;32931034-32931402;32931447-32931659;32933174-32933305;32934291-32934363		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A32934363-32927910
ZNF263	ENSG00000006194.10	ENSG00000006194.10:t:3285681-3285754	-0.0695;0.1579;-0.0572	2.852e-01;6.833e-01;2.620e-01	1.676e-01;2.168e-02;1.619e-01	0.1160;0.6870;0.2084	0.0120;0.8735;0.1138	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0;0;1	chr16	+	3284205-3285681;3285239-3285681;3285239-3285720	3283485-3284205;3285059-3285239;3285681-3285754		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A3285754-3283485
ZNF263	ENSG00000006194.10	ENSG00000006194.10:t:3288454-3288570	-0.1025;0.1025	4.896e-01;4.896e-01	6.330e-02;6.330e-02	0.4244;0.5756	0.2826;0.7174	t|1e1.1o1|1e2.1o1	2	3	0;0	chr16	+	3284205-3288454;3286149-3288454	3283485-3284205;3286023-3286884;3288454-3288570		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A3288570-3283485
CACNA1G	ENSG00000006283.18	ENSG00000006283.18:s:50606900-50607510	0.1317;-0.1317	5.881e-01;5.881e-01	3.847e-02;3.847e-02	0.8160;0.1840	0.9868;0.0132	s|1e1.1o2|1e1.2o2	2	2	0;0	chr17	+	50606989-50607827;50606989-50607929	50606900-50607510;50607827-50608040		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50608040-50606900
ETV1	ENSG00000006468.14	ENSG00000006468.14:s:13989563-13989947	-0.1367;0.1367	6.708e-01;6.708e-01	3.009e-02;3.009e-02	0.2377;0.7623	0.0762;0.9238	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	13989464-13989563;13989139-13989563	13989008-13989139;13989268-13989464;13989563-13989947		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A13989947-13989008
CDKL3	ENSG00000006837.12	ENSG00000006837.12:s:134321791-134321903	0.1515;-0.1515	6.465e-01;6.465e-01	2.543e-02;2.543e-02	0.7625;0.2375	0.9523;0.0477	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	134319497-134321791;134308466-134321791	134308001-134308466;134319358-134319497;134321791-134321903		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134321903-134308001
GAS7	ENSG00000007237.19	ENSG00000007237.19:t:9959202-9959255	0.1245;-0.1239;0.0000	5.537e-01;5.505e-01;1.918e-05	4.137e-02;4.185e-02;9.947e-01	0.1472;0.8485;0.0048	0.3139;0.6806;0.0047	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr17	-	9959255-9981804;9959255-9969677;9959255-9959383	9959202-9959255;9959383-9959495;9969677-9969762;9981804-9981884		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A9981884-9959202
ST7L	ENSG00000007341.19	ENSG00000007341.19:s:112555868-112556018	-0.2151;0.1974;0.0016	7.669e-01;7.337e-01;8.725e-04	9.962e-03;1.281e-02;9.219e-01	0.6950;0.2984;0.0063	0.4353;0.5424;0.0209	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	112550693-112555868;112542090-112555868;112526111-112555868	112523514-112526111;112541790-112542090;112550601-112550693;112555868-112556018		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A112556018-112523514
ST7L	ENSG00000007341.19	ENSG00000007341.19:t:112541790-112542090	0.0435;0.1576;-0.2501	1.520e-01;6.520e-01;8.793e-01	2.793e-01;2.316e-02;4.149e-03	0.0053;0.2675;0.7269	0.0817;0.4777;0.4394	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr1	-	112542090-112576986;112542090-112555868;112542090-112550601	112541790-112542090;112550601-112550693;112555868-112556018;112576986-112577088		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A112577088-112541790
PIGQ	ENSG00000007541.17	ENSG00000007541.17:s:580858-580972	-0.0092;-0.0809;0.1002	5.224e-03;3.876e-01;4.935e-01	6.669e-01;1.069e-01;7.185e-02	0.0532;0.8566;0.0937	0.0398;0.7549;0.1997	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr16	+	580972-581199;580972-582248;580972-582883	580858-580972;581199-581341;581761-582309;582877-583455		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A583455-580858
TEAD3	ENSG00000007866.22	ENSG00000007866.22:t:35479305-35479316	-0.0000;-0.1286;0.1606;-0.0197	6.124e-06;6.103e-01;6.814e-01;7.194e-02	9.974e-01;3.695e-02;2.104e-02;4.218e-01	0.0036;0.1914;0.6967;0.1054	0.0031;0.0367;0.8818;0.0668	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr6	-	35479316-35486461;35479316-35484560;35479316-35480312;35479316-35480060	35479305-35479316;35480060-35480122;35480312-35480374;35484560-35484624;35486461-35486711		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A35486711-35479305
JARID2	ENSG00000008083.14	ENSG00000008083.14:s:15374117-15374252	-0.1198;0.1198	6.559e-01;6.559e-01	3.473e-02;3.473e-02	0.9591;0.0409	0.8294;0.1706	s|1e1.1o1|1e2.1o1	2	3	0;1	chr6	+	15374252-15410224;15374252-15452006	15374117-15374252;15410224-15410365;15452006-15452220		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A15452220-15374117
JARID2	ENSG00000008083.14	ENSG00000008083.14:t:15452006-15452220	0.1250;-0.1250	7.013e-01;7.013e-01	2.365e-02;2.365e-02	0.0388;0.9612	0.1640;0.8360	t|1e1.1o1|1e2.1o1	2	3	1;0	chr6	+	15374252-15452006;15410365-15452006	15374117-15374252;15410224-15410365;15452006-15452220		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A15452220-15374117
CDKL5	ENSG00000008086.13	ENSG00000008086.13:s:18598462-18598613	-0.2000;0.2000	8.312e-01;8.312e-01	7.142e-03;7.142e-03	0.2761;0.7239	0.0556;0.9444	s|1e1.1o1|2e1.1o1	2	2	1;0	chrX	+	18598562-18603902;18598613-18603902	18598462-18598613;18603902-18604868		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A18604868-18598462
TFAP2B	ENSG00000008196.13	ENSG00000008196.13:s:50819566-50819848	-0.1009;0.1009	5.074e-01;5.074e-01	6.478e-02;6.478e-02	0.2043;0.7957	0.0781;0.9219	s|1e1.1o1|i	2	2	1;1	chr6	+	50819848-50822134;50819849-50821431	50819566-50819848;50821785-50822436	50819849-50821431	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A50822436-50819566
TFAP2B	ENSG00000008196.13	ENSG00000008196.13:t:50821432-50821477	-0.0460;-0.0372;0.1269	1.573e-01;1.145e-01;6.575e-01	2.762e-01;3.313e-01;3.648e-02	0.0916;0.0761;0.8323	0.0149;0.0037;0.9814	t|1e1.1o1|1e2.1o1|i	3	3	1;1;1	chr6	+	50818972-50821432;50820660-50821432;50819849-50821431	na-50820660;50818723-50818972;50821432-50821477	50819849-50821431	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A50821477-50818723
ADAM22	ENSG00000008277.15	ENSG00000008277.15:s:87934756-87935186	0.0594;0.0233;-0.1203;0.0015	1.989e-01;7.256e-03;6.713e-01;3.769e-09	2.237e-01;5.709e-01;2.459e-02;9.422e-01	0.1753;0.0789;0.7294;0.0137	0.2541;0.1091;0.6028;0.0338	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;1	chr7	+	87935186-87964634;87935186-87971294;87935186-87978336;87935186-88075626	87934756-87935186;87964634-87964684;87971294-87971375;87978336-87978412;88075626-88075692		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A88075692-87934756
CELSR3	ENSG00000008300.17	ENSG00000008300.17:s:48650480-48650581	0.1510;-0.1591;0.0004	7.634e-01;7.997e-01;2.638e-06	1.808e-02;1.389e-02;9.754e-01	0.2682;0.7179;0.0136	0.4401;0.5419;0.0210	s|1e1.1o1|1e2.1o1|i	3	3	1;0;1	chr3	-	48650289-48650480;48649215-48650480;48650290-48650479	48649121-48649215;48650268-48650289;48650480-48650581	48650290-48650479	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A48650581-48649121
CELSR3	ENSG00000008300.17	ENSG00000008300.17:t:48649121-48649215	-0.1462;0.1262;0.0000;-0.0000;0.0004	7.632e-01;6.646e-01;9.756e-09;6.302e-21;1.930e-06	1.840e-02;3.412e-02;9.981e-01;1.000e+00;9.750e-01	0.7254;0.2560;0.0047;0.0008;0.0133	0.5652;0.3987;0.0141;0.0007;0.0221	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	5	4	0;1;1;1;1	chr3	-	48649215-48650480;48649215-48650275;48649215-48650268;48649215-48649534;48649216-48649533	48649121-48649215;48649534-48649717;48650268-48650289;48650480-48650581	48649216-48649533	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A48650581-48649121
NFIX	ENSG00000008441.18	ENSG00000008441.18:t:13024939-13025552	0.1497;0.0000;-0.1679;0.0000;-0.0001;0.0000;0.0028;0.0000	6.896e-01;6.697e-21;7.576e-01;6.697e-21;9.214e-07;6.697e-21;4.953e-04;6.697e-21	2.327e-02;1.000e+00;1.548e-02;1.000e+00;9.954e-01;1.000e+00;8.955e-01;1.000e+00	0.1958;0.0007;0.7909;0.0007;0.0125;0.0007;0.0007;0.0007	0.3727;0.0008;0.5989;0.0008;0.0008;0.0008;0.0269;0.0008	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o5|1e4.2o5|1e4.3o5|1e4.4o5|1e4.5o5	8	5	0;0;0;0;0;0;0;0	chr19	+	12995864-13025021;13012266-13025021;13024034-13025021;13024680-13025021;13024682-13025021;13024684-13025021;13024719-13025021;13024723-13025021	12995475-12995864;13012188-13012266;13023991-13024034;13024535-13024723;13024939-13025552		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A13025552-12995475
PKD1	ENSG00000008710.20	ENSG00000008710.20:t:2116529-2116644	-0.0126;-0.1003;0.1478	2.784e-02;4.869e-01;7.001e-01	6.046e-01;7.049e-02;2.367e-02	0.0513;0.1572;0.7806	0.0068;0.0068;0.9864	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr16	-	2116644-2117791;2116644-2117489;2116644-2116833	2116529-2116644;2116833-2117053;2117489-2117672;2117791-2118462		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A2118462-2116529
IFFO1	ENSG00000010295.20	ENSG00000010295.20:s:6549756-6550467	0.2363;0.0002;-0.2455	9.385e-01;4.643e-06;9.475e-01	1.981e-03;9.934e-01;1.572e-03	0.2331;0.0023;0.7646	0.4879;0.0091;0.5028	s|1e1.1o2|1e1.2o2|1e2.2o2	3	3	0;1;0	chr12	-	6549484-6549756;6549481-6549756;6548825-6549756	6548668-6549265;6549476-6549484;6549756-6550467		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A6550467-6548668
IFFO1	ENSG00000010295.20	ENSG00000010295.20:t:6548668-6549265	0.0003;-0.2296;0.1524;0.0379	1.177e-05;9.240e-01;6.964e-01;1.427e-01	9.853e-01;2.581e-03;2.252e-02;2.935e-01	0.0016;0.7280;0.2021;0.0731	0.0107;0.4787;0.3724;0.1296	t|1e2.1o1|2e1.1o1|2e2.1o1|i	4	3	0;0;0;1	chr12	-	6548849-6549476;6548825-6549756;6548825-6549476;6549266-6549475	6548668-6549265;6549476-6549484;6549756-6550467	6549266-6549475	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A6550467-6548668
SCMH1	ENSG00000010803.16	ENSG00000010803.16:s:41159725-41159933	-0.1092;0.0785;0.0255	5.025e-01;3.963e-01;1.915e-01	5.468e-02;1.024e-01;2.226e-01	0.4815;0.1093;0.3963	0.3438;0.2242;0.4512	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	41152741-41159725;41151684-41159725;41143112-41159725	41142874-41143112;41151614-41151684;41152599-41152741;41159725-41159933		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A41159933-41142874
SCMH1	ENSG00000010803.16	ENSG00000010803.16:t:41151614-41151684	0.0651;0.0430;-0.1232	3.175e-01;1.698e-01;5.957e-01	1.340e-01;2.595e-01;4.097e-02	0.3968;0.0679;0.5404	0.4939;0.1257;0.3831	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	41151684-41160875;41151684-41159725;41151684-41152599	41151614-41151684;41152599-41152741;41159725-41159933;41160875-41160898		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A41160898-41151614
FYN	ENSG00000010810.17	ENSG00000010810.17:t:111699515-111699670	-0.1493;0.1493	6.520e-01;6.520e-01	2.551e-02;2.551e-02	0.9224;0.0776	0.7312;0.2688	t|1e1.1o1|1e2.1o1	2	3	0;1	chr6	-	111699670-111702885;111699670-111700104	111699515-111699670;111699935-111700268;111702416-111702986		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A111702986-111699515
CLCN6	ENSG00000011021.23	ENSG00000011021.23:s:11828106-11828219	-0.2093;0.2093	8.398e-01;8.398e-01	7.247e-03;7.247e-03	0.7883;0.2117	0.5515;0.4485	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	+	11828219-11828458;11828219-11829196	11828106-11828219;11828458-11828624;11829196-11829322		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A11829322-11828106
APBA3	ENSG00000011132.12	ENSG00000011132.12:t:3752820-3752990	-0.1028;0.1028	4.952e-01;4.952e-01	7.006e-02;7.006e-02	0.1439;0.8561	0.0075;0.9925	t|1e1.1o1|1e2.1o1	2	3	1;0	chr19	-	3752990-3754019;3752990-3753765	3752820-3752990;3753765-3753926;3754019-3754141		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A3754141-3752820
ANGEL1	ENSG00000013523.11	ENSG00000013523.11:t:76803786-76803912	-0.0000;-0.1190;0.1202	1.266e-05;6.043e-01;6.141e-01	9.958e-01;4.306e-02;4.116e-02	0.0047;0.9549;0.0402	0.0043;0.8052;0.1908	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr14	-	76803912-76807433;76803912-76806416;76803912-76804375	76803786-76803912;76804375-76804435;76806416-76806849;76807433-76807502		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A76807502-76803786
ANGEL1	ENSG00000013523.11	ENSG00000013523.11:t:76809059-76809643	0.0000;-0.1478;0.0431;0.0672	3.330e-06;7.213e-01;1.783e-01;2.764e-01	9.981e-01;2.148e-02;2.462e-01;1.719e-01	0.0031;0.9550;0.0379;0.0031	0.0033;0.7775;0.1051;0.1149	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr14	-	76809643-76814307;76809643-76812764;76809643-76812305;76809643-76810089	76809059-76809643;76810089-76810254;76812305-76812568;76812764-76812882;76814307-76814421		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A76814421-76809059
DNASE1L1	ENSG00000013563.14	ENSG00000013563.14:s:154411891-154412112	0.0003;-0.0957;-0.0324;0.2184;0.0009;0.0051;-0.0647	2.613e-05;4.841e-01;1.161e-01;8.483e-01;1.520e-02;1.099e-02;3.159e-01	9.853e-01;7.806e-02;3.317e-01;6.437e-03;6.200e-01;6.531e-01;1.232e-01	0.0015;0.1640;0.0901;0.2200;0.0478;0.0349;0.4429	0.0096;0.0413;0.0403;0.4732;0.0479;0.0463;0.3375	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o2|1e5.1o1|i	7	6	1;1;0;0;0;0;1	chrX	-	154411357-154411891;154410871-154411891;154409813-154411891;154409675-154411891;154409196-154411891;154405655-154411891;154410040-154411890	na-154410871;na-154411357;154405434-154405655;154408558-154409278;154409418-154410039;154411891-154412112	154410040-154411890	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A154412112-154405434
