#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000449373.2	178	0.3023	10.0621948242	1	0.537327	coding
ENST00000378525.2	201	0.34113	8.86480712891	1	0.9332	coding
ENST00000607031.1	117	0.30615	11.1653442383	1	0.137254	noncoding
ENST00000475812.1	106	0.36068	5.63775634766	1	0.40143	noncoding
ENST00000494279.2	70	0.30601	9.35882568359	1	0.0378462	noncoding
ENST00000471840.5	60	0.41001	9.48602294922	1	0.0623425	noncoding
ENST00000378412.8	780	0.44214	5.63739013672	1	1	coding
ENST00000502556.5	623	0.41568	5.90191650391	1	1	coding
ENST00000504800.5	612	0.44041	5.94610595703	1	1	coding
ENST00000491941.5	86	0.2987	5.75665283203	1	0.113892	noncoding
ENST00000464195.1	86	0.29637	5.75665283203	1	0.114398	noncoding
ENST00000469962.1	81	0.41392	4.53009033203	-1	0.0355722	noncoding
ENST00000509374.1	135	0.45082	4.92767333984	-1	0.111054	noncoding
ENST00000511099.1	28	0.35879	5.30242919922	-1	0.0180334	noncoding
ENST00000378295.9	637	0.42059	6.47174072266	1	1	coding
ENST00000354437.8	500	0.44884	6.83087158203	1	1	coding
ENST00000357733.7	556	0.39761	7.67462158203	1	1	coding
ENST00000603362.5	556	0.43891	7.67462158203	1	1	coding
ENST00000378280.5	427	0.43507	9.30914306641	1	1	coding
ENST00000378288.8	588	0.42059	7.97052001953	1	1	coding
ENST00000603364.5	351	0.45435	8.73699951172	1	1	coding
ENST00000460696.1	96	0.34161	5.09674072266	1	0.284155	noncoding
ENST00000378161.5	158	0.34381	9.11773681641	1	0.682109	coding
ENST00000478423.6	915	0.44218	8.41802978516	1	1	coding
ENST00000378156.9	1427	0.50048	8.40252685547	1	1	coding
ENST00000489180.6	912	0.4082	8.55596923828	1	1	coding
ENST00000378169.7	914	0.44672	8.41802978516	1	1	coding
ENST00000468253.1	81	0.26552	9.35943603516	-1	0.165672	noncoding
ENST00000506941.1	115	0.45856	10.753112793	-1	0.206841	noncoding
ENST00000470763.1	171	0.27115	10.8888549805	1	0.267897	noncoding
ENST00000622020.4	912	0.46845	8.55596923828	1	1	coding
ENST00000466897.1	137	0.35545	8.70953369141	1	0.543242	coding
ENST00000377674.9	689	0.46118	8.55133056641	1	1	coding
ENST00000319084.9	310	0.4552	5.88787841797	-1	0.687385	coding
ENST00000435905.5	292	0.4475	5.29058837891	-1	0.649919	coding
ENST00000488936.1	230	0.39413	9.28070068359	-1	0.260005	noncoding
ENST00000482360.5	327	0.41561	9.01483154297	1	0.999992	coding
ENST00000498342.5	155	0.41001	9.30010986328	1	0.902058	coding
ENST00000466813.1	219	0.41347	9.38885498047	-1	0.269377	noncoding
ENST00000466941.1	139	0.45542	6.29986572266	1	0.937467	coding
ENST00000377411.5	336	0.36022	9.26934814453	1	0.99989	coding
ENST00000465853.1	64	0.39291	9.23236083984	-1	0.0854579	noncoding
ENST00000466131.1	65	0.40816	11.3118286133	-1	0.165958	noncoding
ENST00000340381.11	667	0.39398	9.42327880859	1	1	coding
ENST00000340305.9	393	0.40691	9.05352783203	1	1	coding
ENST00000416541.5	484	0.40018	10.0562133789	1	1	coding
ENST00000508400.1	41	0.30885	8.01605224609	1	0.0104185	noncoding
ENST00000377093.9	1154	0.39339	8.66094970703	1	1	coding
ENST00000676179.1	1817	0.41107	5.41876220703	1	1	coding
ENST00000696501.1	152	0.3566	5.43804931641	1	0.915394	coding
ENST00000696506.1	124	0.34424	8.43621826172	1	0.353241	noncoding
ENST00000620295.2	1810	0.43495	5.38397216797	1	1	coding
ENST00000622724.3	1798	0.43495	5.29583740234	1	1	coding
ENST00000251546.8	225	0.35493	7.78179931641	1	0.991844	coding
ENST00000425796.5	165	0.40991	5.63275146484	-1	0.119986	noncoding
ENST00000376770.5	256	0.36793	5.52252197266	1	0.999855	coding
ENST00000251547.10	256	0.38333	5.52252197266	1	0.999913	coding
ENST00000376768.5	257	0.38374	8.70867919922	1	0.998992	coding
ENST00000376760.5	225	0.39553	7.78179931641	1	0.997856	coding
ENST00000376762.8	225	0.39049	7.78179931641	1	0.997489	coding
ENST00000475435.5	116	0.36219	9.61981201172	1	0.321392	noncoding
ENST00000471895.1	106	0.4374	6.88775634766	1	0.555389	coding
ENST00000375799.8	1020	0.4724	4.81829833984	1	1	coding
ENST00000375793.2	1000	0.45726	4.88555908203	1	1	coding
ENST00000462455.1	134	0.44015	5.16900634766	-1	0.0954444	noncoding
ENST00000642363.1	979	0.4729	4.77947998047	1	1	coding
ENST00000477849.1	160	0.40637	5.49481201172	1	0.979626	coding
ENST00000263511.8	288	0.3992	10.7557983398	1	0.999422	coding
ENST00000591348.5	288	0.44705	10.7557983398	1	0.999935	coding
ENST00000420820.7	288	0.41784	9.34796142578	-1	0.419085	noncoding
ENST00000591316.1	63	0.39158	11.7119750977	1	0.0593848	noncoding
ENST00000590118.5	117	0.43897	5.72015380859	-1	0.0661839	noncoding
ENST00000589964.1	36	0.41455	5.04583740234	-1	0.0160322	noncoding
ENST00000375341.8	564	0.45618	8.24810791016	1	1	coding
ENST00000538839.5	513	0.45343	8.52972412109	1	1	coding
ENST00000454547.1	123	0.43678	7.89581298828	1	0.754248	coding
ENST00000432718.1	214	0.43256	8.90411376953	-1	0.268498	noncoding
ENST00000375225.7	259	0.36558	9.02752685547	1	0.997661	coding
ENST00000375254.8	5184	0.46925	5.70184326172	1	1	coding
ENST00000375224.1	895	0.47183	5.22821044922	1	1	coding
ENST00000459947.5	139	0.29059	8.05755615234	1	0.319308	noncoding
ENST00000486515.1	53	0.43264	3.91998291016	1	0.148546	noncoding
ENST00000494503.1	161	0.47321	9.88079833984	-1	0.252522	noncoding
ENST00000466969.1	69	0.40793	5.09014892578	-1	0.0274334	noncoding
ENST00000425413.5	954	0.45902	5.17718505859	-1	0.999997	coding
ENST00000417040.1	2044	0.47359	5.40106201172	-1	1	coding
ENST00000375153.8	292	0.39114	8.23309326172	1	0.999915	coding
ENST00000375155.7	292	0.40247	8.23309326172	1	0.999946	coding
ENST00000469076.5	181	0.4109	9.71624755859	1	0.969394	coding
ENST00000400548.6	227	0.45305	8.54620361328	1	0.999483	coding
ENST00000497827.1	181	0.4071	9.71624755859	1	0.965846	coding
ENST00000432465.1	112	0.43198	9.80963134766	1	0.604679	coding
ENST00000454000.6	564	0.40774	4.30535888672	1	1	coding
ENST00000318249.10	634	0.39385	4.40167236328	1	1	coding
ENST00000318220.10	578	0.38295	4.35247802734	1	1	coding
ENST00000478653.6	77	0.37787	8.73907470703	1	0.0856789	noncoding
ENST00000485941.2	93	0.35954	7.64239501953	1	0.143003	noncoding
ENST00000486229.5	93	0.37705	4.50531005859	1	0.443899	noncoding
ENST00000619554.1	578	0.4245	4.35247802734	1	1	coding
ENST00000469876.5	146	0.42137	4.01654052734	-1	0.128442	noncoding
ENST00000468526.1	159	0.45307	6.18902587891	-1	0.129743	noncoding
ENST00000374840.8	525	0.46875	6.18780517578	1	1	coding
ENST00000539907.5	448	0.45056	6.11749267578	1	1	coding
ENST00000374829.2	171	0.39466	6.00555419922	1	0.981456	coding
ENST00000166244.8	1006	0.39326	8.41900634766	1	1	coding
ENST00000374644.8	496	0.39771	6.37823486328	1	1	coding
ENST00000454117.2	111	0.31442	4.92376708984	1	0.450983	noncoding
ENST00000690463.1	45	0.35788	5.70880126953	1	0.017028	noncoding
ENST00000437367.4	99	0.34872	10.0459594727	1	0.155205	noncoding
ENST00000671509.2	111	0.33671	4.92376708984	1	0.5	coding
ENST00000458053.4	45	0.38978	5.70880126953	1	0.022164	noncoding
ENST00000518600.2	45	0.41904	5.70880126953	1	0.0288407	noncoding
ENST00000335648.3	127	0.29328	9.34930419922	1	0.192282	noncoding
ENST00000518821.1	78	0.33431	4.68341064453	-1	0.037862	noncoding
ENST00000617979.5	349	0.46445	6.26287841797	1	1	coding
ENST00000481736.5	275	0.45013	6.98968505859	1	0.999985	coding
ENST00000374497.7	349	0.47982	6.26287841797	1	1	coding
ENST00000456977.5	32	0.44272	12.0000610352	1	0.0315918	noncoding
ENST00000459934.5	361	0.41495	9.29742431641	1	0.999998	coding
ENST00000429356.5	239	0.44907	6.58892822266	-1	0.343551	noncoding
ENST00000418277.5	227	0.45727	8.19647216797	-1	0.315925	noncoding
ENST00000470383.1	101	0.32501	8.90545654297	1	0.126088	noncoding
ENST00000466250.5	117	0.42926	7.82110595703	1	0.653016	coding
ENST00000374399.9	407	0.35929	8.09625244141	1	0.999999	coding
ENST00000358028.8	227	0.39587	9.26361083984	1	0.995947	coding
ENST00000339255.2	369	0.43264	8.98284912109	1	1	coding
ENST00000569495.5	40	0.30669	9.24627685547	1	0.0132189	noncoding
ENST00000243189.12	291	0.46483	11.7594604492	1	0.999934	coding
ENST00000498238.1	243	0.40219	11.8844604492	1	0.988326	coding
ENST00000566395.5	79	0.42503	6.22332763672	1	0.190037	noncoding
ENST00000568254.5	227	0.44497	11.9456176758	1	0.995874	coding
ENST00000473314.6	227	0.28445	11.9458618164	1	0.403009	noncoding
ENST00000570063.5	68	0.36933	7.90130615234	1	0.0479859	noncoding
ENST00000564223.5	38	0.37461	9.44464111328	1	0.0155558	noncoding
ENST00000491378.1	28	0.39427	9.80023193359	-1	0.0855467	noncoding
ENST00000568701.1	129	0.38701	12.2142944336	-1	0.184766	noncoding
ENST00000450820.2	54	0.30281	9.68792724609	1	0.0236729	noncoding
ENST00000566599.1	67	0.29627	9.18646240234	1	0.0325042	noncoding
ENST00000564413.1	59	0.35518	9.77008056641	1	0.0364434	noncoding
ENST00000619836.4	342	0.3439	6.41546630859	1	0.999992	coding
ENST00000444713.5	191	0.44773	8.38616943359	-1	0.215185	noncoding
ENST00000374269.2	342	0.32162	6.41546630859	1	0.999976	coding
ENST00000374271.8	342	0.32162	6.41546630859	1	0.999976	coding
ENST00000686655.1	82	0.405	9.06378173828	1	0.154185	noncoding
ENST00000688730.1	367	0.44885	8.73687744141	1	1	coding
ENST00000688522.1	494	0.44136	8.20318603516	1	1	coding
ENST00000674202.1	494	0.3303	8.20318603516	1	1	coding
ENST00000691454.1	410	0.44625	6.87677001953	1	1	coding
ENST00000686422.1	435	0.37096	7.61297607422	1	1	coding
ENST00000691135.1	494	0.36581	8.20318603516	1	1	coding
ENST00000374145.6	494	0.40372	8.20318603516	1	1	coding
ENST00000078527.9	494	0.46063	8.20318603516	1	1	coding
ENST00000618673.4	498	0.46805	5.40753173828	1	1	coding
ENST00000318074.9	551	0.4496	5.32073974609	1	1	coding
ENST00000616558.5	563	0.44652	5.32330322266	1	1	coding
ENST00000483926.5	387	0.41429	5.57232666016	1	1	coding
ENST00000473280.1	97	0.42035	5.52313232422	-1	0.0448421	noncoding
ENST00000543823.1	563	0.46085	5.32330322266	1	1	coding
ENST00000490170.5	256	0.31164	5.07391357422	1	0.999424	coding
ENST00000496001.5	210	0.39079	9.09466552734	-1	0.224141	noncoding
ENST00000485269.1	202	0.36978	9.68975830078	1	0.960661	coding
ENST00000615284.1	139	0.42068	9.93145751953	-1	0.176952	noncoding
ENST00000475199.1	147	0.34581	8.80767822266	1	0.598809	coding
ENST00000247087.10	1604	0.40919	9.20892333984	1	1	coding
ENST00000673934.1	1604	0.40428	9.20892333984	1	1	coding
ENST00000644989.1	1604	0.39533	9.20892333984	1	1	coding
ENST00000374011.6	1604	0.35734	9.20892333984	1	1	coding
ENST00000642416.1	1604	0.40398	9.20892333984	1	1	coding
ENST00000642245.1	1604	0.37833	9.20892333984	1	1	coding
ENST00000490295.2	50	0.32881	6.00689697266	1	0.0181208	noncoding
ENST00000644833.1	123	0.30848	5.18743896484	1	0.555272	coding
ENST00000645669.1	56	0.30738	11.8291625977	1	0.0311624	noncoding
ENST00000480033.3	88	0.31334	9.67938232422	1	0.0737925	noncoding
ENST00000643219.1	50	0.27508	6.00689697266	1	0.0257298	noncoding
ENST00000646921.1	88	0.29885	9.67938232422	1	0.0664599	noncoding
ENST00000646642.1	23	0.28804	5.74847412109	-1	0.0660696	noncoding
ENST00000328928.11	515	0.47064	5.34161376953	1	1	coding
ENST00000373921.8	644	0.47064	5.76605224609	1	1	coding
ENST00000373925.5	261	0.45937	5.69464111328	1	0.999986	coding
ENST00000373927.7	124	0.39398	5.32733154297	1	0.81271	coding
ENST00000442118.5	246	0.4279	8.21234130859	-1	0.320988	noncoding
ENST00000492877.1	164	0.31693	9.41033935547	1	0.566212	coding
ENST00000479574.5	209	0.4436	6.05828857422	1	0.999335	coding
ENST00000373842.9	209	0.38271	6.05828857422	1	0.997462	coding
ENST00000398997.2	209	0.45883	6.05828857422	1	0.999428	coding
ENST00000475655.1	27	0.43038	4.52972412109	1	0.0177949	noncoding
ENST00000373826.3	106	0.33207	5.84295654297	1	0.291842	noncoding
ENST00000465518.3	219	0.35439	6.59490966797	1	0.994994	coding
ENST00000345512.7	1447	0.44108	6.46087646484	1	1	coding
ENST00000373779.8	1437	0.4673	6.44964599609	1	1	coding
ENST00000428026.6	1434	0.46525	6.40643310547	1	1	coding
ENST00000460170.2	1441	0.46525	6.49554443359	1	1	coding
ENST00000527027.1	195	0.37705	8.34344482422	-1	0.182656	noncoding
ENST00000415600.6	486	0.45131	9.04388427734	-1	0.920599	coding
ENST00000531385.1	143	0.43258	9.46539306641	-1	0.164909	noncoding
ENST00000493601.5	207	0.42125	5.82965087891	-1	0.22037	noncoding
ENST00000465525.6	173	0.42162	5.84576416016	1	0.991486	coding
ENST00000492954.1	141	0.41908	5.82952880859	-1	0.0870477	noncoding
ENST00000373672.8	1605	0.40918	8.13726806641	1	1	coding
ENST00000488128.6	219	0.34981	9.32659912109	1	0.969146	coding
ENST00000488897.5	219	0.32675	9.32659912109	1	0.934695	coding
ENST00000461217.1	149	0.3976	9.44915771484	-1	0.163187	noncoding
ENST00000440437.1	129	0.40555	9.51629638672	-1	0.145093	noncoding
ENST00000466829.5	55	0.44765	9.62481689453	-1	0.0767576	noncoding
ENST00000468459.5	201	0.41766	5.11126708984	-1	0.223017	noncoding
ENST00000458715.5	166	0.41187	8.53997802734	-1	0.154129	noncoding
ENST00000373668.7	967	0.37534	8.46087646484	1	1	coding
ENST00000474000.5	49	0.4146	6.20294189453	1	0.0303651	noncoding
ENST00000373667.4	138	0.39476	11.2813110352	1	0.616869	coding
ENST00000532877.1	68	0.40797	11.1123657227	-1	0.160701	noncoding
ENST00000438825.5	192	0.45199	10.001159668	-1	0.301182	noncoding
ENST00000336294.10	493	0.42063	9.50811767578	1	1	coding
ENST00000441402.5	294	0.41992	9.09698486328	1	0.999956	coding
ENST00000472503.5	181	0.42947	9.81976318359	-1	0.239406	noncoding
ENST00000466321.5	93	0.38042	10.5908813477	-1	0.163149	noncoding
ENST00000476968.5	274	0.43015	9.24127197266	1	0.999903	coding
ENST00000498613.1	233	0.43715	9.56658935547	-1	0.345624	noncoding
ENST00000483143.1	15	0.42529	5.58770751953	1	0.00452013	noncoding
ENST00000481487.1	83	0.31182	9.44549560547	1	0.0609456	noncoding
ENST00000373471.9	261	0.37169	8.83831787109	1	0.998547	coding
ENST00000649537.2	100	0.35945	9.77569580078	1	0.183843	noncoding
ENST00000497068.1	13	0.33991	8.34539794922	-1	0.0730783	noncoding
ENST00000496770.1	154	0.45123	6.74053955078	1	0.969733	coding
ENST00000481886.5	366	0.42386	5.27423095703	1	1	coding
ENST00000475935.5	321	0.33059	5.68157958984	1	0.999982	coding
ENST00000462920.5	150	0.39967	8.21258544922	-1	0.12338	noncoding
ENST00000471119.5	366	0.41413	5.27423095703	1	1	coding
ENST00000495135.5	30	0.33635	9.21258544922	1	0.00889406	noncoding
ENST00000483027.5	156	0.44649	7.13739013672	-1	0.120123	noncoding
ENST00000373443.7	461	0.46265	5.40264892578	1	1	coding
ENST00000497710.5	51	0.41774	4.19256591797	1	0.0972956	noncoding
ENST00000473089.5	151	0.44124	5.56085205078	-1	0.117229	noncoding
ENST00000652171.1	268	0.44029	6.09722900391	1	0.999985	coding
ENST00000484656.5	393	0.30575	6.23394775391	1	0.999997	coding
ENST00000373440.6	202	0.41532	5.19732666016	-1	0.21881	noncoding
ENST00000652381.1	205	0.43465	5.37152099609	1	0.999408	coding
ENST00000497280.1	100	0.41725	6.13018798828	-1	0.0471171	noncoding
ENST00000492521.1	103	0.41196	4.66912841797	1	0.701148	coding
ENST00000466390.5	74	0.36568	9.35369873047	-1	0.11374	noncoding
ENST00000359858.9	1143	0.43557	7.50994873047	1	1	coding
ENST00000488455.5	575	0.38517	7.45330810547	-1	0.928479	coding
ENST00000475654.5	79	0.37734	9.38397216797	1	0.0991724	noncoding
ENST00000373329.5	1068	0.43557	7.96771240234	1	1	coding
ENST00000476269.1	161	0.42555	8.60870361328	-1	0.153218	noncoding
ENST00000463393.1	191	0.35612	8.45489501953	-1	0.180123	noncoding
ENST00000373210.4	862	0.34904	9.20538330078	1	1	coding
ENST00000488778.1	54	0.40005	6.80682373047	1	0.0317902	noncoding
ENST00000496257.1	57	0.40303	10.8229370117	1	0.0598174	noncoding
ENST00000324350.9	230	0.39456	8.71844482422	1	0.997239	coding
ENST00000397828.3	230	0.41431	8.71844482422	1	0.998565	coding
ENST00000634486.1	586	0.39286	9.31695556641	1	1	coding
ENST00000373191.9	861	0.32465	9.25689697266	1	1	coding
ENST00000246314.10	627	0.42732	9.20843505859	1	1	coding
ENST00000491443.2	167	0.45244	9.47625732422	1	0.980483	coding
ENST00000471099.1	39	0.457	6.49749755859	1	0.0199347	noncoding
ENST00000327331.2	281	0.38351	9.87762451172	1	0.999264	coding
ENST00000373055.6	281	0.38344	9.87762451172	1	0.999262	coding
ENST00000420632.6	375	0.42702	6.24493408203	1	1	coding
ENST00000372811.10	531	0.44834	7.07305908203	1	1	coding
ENST00000434861.5	266	0.42761	6.92266845703	-1	0.38627	noncoding
ENST00000469745.5	222	0.47451	5.60821533203	-1	0.366547	noncoding
ENST00000480630.5	155	0.39308	5.61029052734	1	0.960438	coding
ENST00000481612.1	71	0.39484	6.81097412109	-1	0.0369159	noncoding
ENST00000372706.6	527	0.425	8.78070068359	1	1	coding
ENST00000372705.3	527	0.44128	8.78070068359	1	1	coding
ENST00000482712.1	77	0.3856	5.25885009766	1	0.166664	noncoding
ENST00000643665.1	2406	0.37212	7.84832763672	1	1	coding
ENST00000372583.6	2407	0.37536	7.84832763672	1	1	coding
ENST00000460604.1	631	0.39615	6.11834716797	1	1	coding
ENST00000491442.5	71	0.30661	9.01922607422	1	0.0375584	noncoding
ENST00000489103.5	71	0.29211	9.01922607422	1	0.0360069	noncoding
ENST00000479350.1	67	0.36187	11.5545043945	1	0.0537739	noncoding
ENST00000431473.4	392	0.31705	6.21514892578	1	0.999998	coding
ENST00000410070.6	104	0.3927	9.42974853516	1	0.319642	noncoding
ENST00000665812.1	573	0.43625	6.77081298828	1	1	coding
ENST00000667205.1	711	0.47578	6.30523681641	1	1	coding
ENST00000468651.2	25	0.31725	10.7366333008	1	0.0125331	noncoding
ENST00000657597.2	939	0.43405	5.60113525391	1	1	coding
ENST00000475614.7	58	0.33379	6.01153564453	1	0.0279246	noncoding
ENST00000668663.1	711	0.47297	6.30523681641	1	1	coding
ENST00000660083.1	711	0.46526	6.30523681641	1	1	coding
ENST00000658812.1	166	0.35902	5.21014404297	1	0.968229	coding
ENST00000655845.1	81	0.30828	5.53326416016	1	0.100383	noncoding
ENST00000664805.1	711	0.47627	6.30523681641	1	1	coding
ENST00000661864.1	274	0.50222	6.18170166016	1	0.99999	coding
ENST00000664418.1	380	0.47147	6.40179443359	-1	0.877212	coding
ENST00000670982.1	244	0.45042	6.04766845703	-1	0.389187	noncoding
ENST00000668036.1	131	0.45821	6.20440673828	-1	0.0861677	noncoding
ENST00000670292.1	81	0.2962	5.53326416016	1	0.102671	noncoding
ENST00000666893.1	163	0.36256	7.62750244141	1	0.872286	coding
ENST00000665466.1	42	0.36537	6.36199951172	1	0.0127124	noncoding
ENST00000660910.1	53	0.45128	11.4931030273	1	0.103736	noncoding
ENST00000514642.1	163	0.28648	7.62750244141	1	0.572904	coding
ENST00000657248.1	172	0.43527	7.62750244141	1	0.983614	coding
ENST00000471699.2	52	0.42068	9.69671630859	1	0.0503773	noncoding
ENST00000655265.1	65	0.36199	6.54656982422	1	0.0428415	noncoding
ENST00000372502.5	316	0.33235	7.90460205078	1	0.999712	coding
ENST00000372508.7	285	0.3521	8.67694091797	1	0.999039	coding
ENST00000651192.1	316	0.34163	7.90460205078	1	0.999819	coding
ENST00000372507.5	312	0.33381	8.53997802734	1	0.999389	coding
ENST00000372506.5	316	0.34163	7.90460205078	1	0.999819	coding
ENST00000397034.3	133	0.35548	5.45538330078	-1	0.0764059	noncoding
ENST00000372503.2	296	0.3699	7.60906982422	-1	0.353673	noncoding
ENST00000630961.1	307	0.33381	8.64691162109	1	0.999158	coding
ENST00000434555.7	373	0.32909	9.46868896484	1	0.99981	coding
ENST00000372324.6	373	0.36421	9.46868896484	1	0.999979	coding
ENST00000481924.2	324	0.32666	9.06951904297	1	0.999073	coding
ENST00000356836.10	373	0.3695	9.46868896484	1	0.999985	coding
ENST00000309519.8	402	0.42449	9.15155029297	1	1	coding
ENST00000361745.10	468	0.45613	9.50823974609	1	1	coding
ENST00000446292.5	302	0.47017	9.60601806641	-1	0.628977	coding
ENST00000440641.5	237	0.41568	9.53314208984	-1	0.310111	noncoding
ENST00000372289.7	468	0.42589	9.50823974609	1	1	coding
ENST00000437511.5	285	0.487	9.28656005859	-1	0.611589	coding
ENST00000475794.5	137	0.42371	9.88043212891	1	0.823532	coding
ENST00000315913.9	468	0.44227	9.50823974609	1	1	coding
ENST00000463950.1	92	0.44039	6.56634521484	1	0.359622	noncoding
ENST00000488433.5	142	0.34248	7.78497314453	1	0.588003	coding
ENST00000483741.1	53	0.4733	12.0018920898	1	0.153063	noncoding
ENST00000372242.7	202	0.36705	7.55609130859	1	0.984024	coding
ENST00000372243.7	143	0.35006	10.121887207	1	0.513253	coding
ENST00000372244.3	143	0.30706	10.121887207	1	0.301015	noncoding
ENST00000495630.1	96	0.42385	11.835144043	-1	0.203579	noncoding
ENST00000476724.1	205	0.36307	8.74737548828	1	0.972092	coding
ENST00000372237.8	278	0.37592	8.80877685547	1	0.999481	coding
ENST00000372235.7	248	0.40325	8.71221923828	1	0.999217	coding
ENST00000420706.1	134	0.41629	7.70257568359	-1	0.0929292	noncoding
ENST00000355105.8	475	0.36864	6.36199951172	1	1	coding
ENST00000290795.7	475	0.36864	6.36199951172	1	1	coding
ENST00000467032.1	97	0.35825	9.09906005859	-1	0.12313	noncoding
ENST00000488278.5	27	0.33526	4.55645751953	1	0.00894789	noncoding
ENST00000480941.1	27	0.34159	4.55645751953	1	0.00898091	noncoding
ENST00000460859.1	14	0.36259	10.3013305664	1	0.00695287	noncoding
ENST00000617190.5	813	0.35497	8.75396728516	1	1	coding
ENST00000343304.10	813	0.43034	8.75396728516	1	1	coding
ENST00000615587.4	791	0.44185	8.80584716797	1	1	coding
ENST00000472710.2	621	0.36559	9.31622314453	1	1	coding
ENST00000498402.2	522	0.35697	9.01824951172	1	1	coding
ENST00000469150.1	98	0.32704	7.95587158203	1	0.120349	noncoding
ENST00000396148.2	181	0.46326	10.8181762695	1	0.991521	coding
